t,Rg_rep1,Rg_rep2,Rg_rep3,RMSD_BB_rep1,RMSD_BB_rep2,RMSD_BB_rep3,RMSD_ligand_rep1,RMSD_ligand_rep2,RMSD_ligand_rep3,RMSD_pocket_rep1,RMSD_pocket_rep2,RMSD_pocket_rep3
311,21.713638,23.20942129,21.01308324,2.1716223,2.171377966,2.254178604,1.1611754,1.208511648,1.05306627,1.3139027,1.267800026,1.335839506
311.5,21.699469,22.53051033,20.99712917,2.1375098,2.056071583,2.249621256,1.2436364,1.31145562,1.245131997,1.2424042,1.379729676,1.196436713
312,21.711939,21.5794051,20.24049591,2.1081603,1.877048643,2.227969824,1.0023121,0.974845093,0.976280087,1.1022122,1.17010159,1.031194517
312.5,21.718748,22.31935477,20.71336515,2.0802734,2.106163817,2.087470587,1.1047223,1.160437221,1.114496795,1.1280234,1.155347141,1.091055756
313,21.696926,23.01797066,21.42669653,2.0437875,2.137742831,1.996891445,1.2878267,1.385811024,1.358935446,1.2021199,1.223685696,1.158206305
313.5,21.670475,22.65134506,20.68411857,2.0809448,2.048989076,1.962345671,1.0546741,1.022956843,1.037629604,1.2613918,1.369036935,1.309465271
314,21.610075,21.84368496,21.56800663,2.1191547,2.204438022,2.109234312,1.137024,1.144058768,1.19449513,1.3038802,1.265642893,1.351876646
314.5,21.59153,21.60338687,21.77491845,2.1232183,2.275664739,2.326132081,1.1100141,1.140830316,1.024025907,1.2909603,1.180488105,1.369694989
315,21.629065,21.39628818,22.36517755,2.1540723,2.346031784,2.014826957,1.1938114,1.181049743,1.263529848,1.2233624,1.113230503,1.294533848
315.5,21.646126,23.69498473,21.44850593,2.2071583,2.282465715,2.116146187,1.1030505,1.099189114,1.071048941,1.2007171,1.178418719,1.279950387
316,21.691149,22.86502185,22.2001117,2.2684278,2.206955289,2.14703297,1.0861433,1.148501851,1.164506755,1.2780362,1.31268346,1.337874908
316.5,21.764387,22.03065461,20.4600456,2.2763221,2.292884028,2.307380269,1.1143553,1.104606472,1.114519091,1.2915721,1.35909808,1.29796434
317,21.740011,20.79938287,22.47899084,2.2706139,2.086475613,2.320576945,1.2772549,1.316494733,1.335413702,1.3050171,1.346205941,1.294571851
317.5,21.705061,22.22624418,21.35321398,2.2657828,2.311973996,2.251767711,1.0195708,1.00323012,0.874468108,1.2334975,1.282065397,1.218194259
318,21.697725,21.64829961,23.06585496,2.17924,2.126163132,2.105327428,1.2134598,1.194536422,1.132402095,1.2671938,1.395220905,1.296901966
318.5,21.655233,19.77666743,24.28379145,2.0963576,2.14874433,2.047660924,1.0200686,0.934428209,1.04286665,1.3122149,1.30511363,1.281041553
319,21.622364,21.15356143,20.26202793,2.058234,1.843660193,2.011715283,0.94234538,0.960675769,0.921953195,1.204342,1.18145721,1.183198946
319.5,21.622299,19.35281564,20.37403921,2.0651417,2.151833054,1.928128785,1.1786455,1.263213679,1.09237933,1.2184244,1.309204593,1.213125323
320,21.67127,22.0602221,21.66038078,2.0474963,2.052211493,2.144944059,1.0710688,1.142196156,1.117306642,1.3422,1.455104762,1.283549749
320.5,21.690184,22.91954969,21.00335304,2.0512292,1.954663729,1.975176809,1.076949,1.087790907,1.002895029,1.2132494,1.239911535,1.178465084
321,21.69659,19.73346413,20.03623919,2.0667191,2.115220932,1.880653797,0.90099162,1.003388949,0.932907555,1.1604934,1.197625485,1.155673093
321.5,21.73208,23.33309655,20.81846116,2.1071818,2.12645353,2.156490571,1.0633109,1.059418208,1.092007875,1.2469155,1.27068616,1.328983746
322,21.702105,20.81684722,21.19785401,2.1892157,2.083720111,2.200459605,1.057798,1.124772721,1.034837121,1.2798252,1.367643116,1.239540711
322.5,21.628347,20.55654743,22.62163213,2.1713223,2.27641417,2.212879257,1.0483394,1.043781222,0.992575877,1.2465024,1.26768101,1.245814629
323,21.61517,22.11255521,22.22103355,2.1880543,2.296838941,2.164105019,1.1203214,1.124954949,1.113928096,1.2749486,1.364842803,1.417497793
323.5,21.650806,21.98575787,20.70617286,2.2696328,2.340466255,2.195742604,0.91231406,0.874304201,0.976852402,1.4841592,1.644348882,1.490924451
324,21.704407,22.21427057,21.52036376,2.2979848,2.379907662,2.153513183,1.1762388,1.081658273,1.193428431,1.4159005,1.35765729,1.452014971
324.5,21.673038,23.01447301,22.86066227,2.2856147,2.318400828,2.430668588,1.0548824,0.953941772,1.072095418,1.3956,1.468051871,1.349912981
325,21.649073,21.06045332,20.35534755,2.2746902,2.435205646,2.442440635,1.3034703,1.29774574,1.266053608,1.3853725,1.399552251,1.465686106
325.5,21.661379,22.9382681,22.4460419,2.2329509,2.132748013,2.205519805,1.2001749,1.140595409,1.283841524,1.356721,1.343391323,1.353635189
326,21.628534,22.52306075,23.00385984,2.1756132,2.030839494,2.151360954,1.0797677,0.989713206,1.063925102,1.303174,1.356846585,1.297517966
326.5,21.655704,21.00280801,23.90343977,2.1617513,2.119356545,2.206994731,1.0936387,0.992104714,1.093178023,1.3409898,1.295464583,1.235780658
327,21.716793,21.70857613,20.96976355,2.0939522,2.191360538,1.962684622,1.0847187,1.042890311,0.974682617,1.2342149,1.336492815,1.181915786
327.5,21.665035,20.92348849,23.75656904,2.0669377,1.99634229,2.184547897,1.085551,1.168995001,1.139571724,1.1900213,1.202603404,1.162702703
328,21.662462,21.06455126,20.99680958,2.0880969,2.071900249,1.91531778,1.1884301,1.268831768,1.240011551,1.2497923,1.34141475,1.229392622
328.5,21.627932,20.74465463,21.38668878,2.1126375,2.108155137,2.181476666,1.1264124,1.131490088,1.06371808,1.2693594,1.206764742,1.331867933
329,21.661617,21.60130559,19.90691532,2.1141865,2.114749176,1.948920193,0.97533715,1.030941583,1.022839117,1.2351432,1.309710341,1.254624292
329.5,21.71957,21.36205567,21.91883634,2.1471922,2.124222274,1.937088554,1.0423979,1.077020745,1.082085039,1.3247709,1.286008869,1.413328425
330,21.696577,22.33515082,21.28427126,2.1637371,2.154226774,2.112819688,1.2345147,1.17467786,1.34149465,1.3321877,1.268453395,1.278096776
330.5,21.666573,23.23421314,19.34762113,2.2143874,2.197068512,2.270215608,1.1153215,1.206797609,1.070460566,1.3896642,1.353975104,1.439998891
331,21.647648,21.96284338,20.8921806,2.2706249,2.542268467,2.238524348,1.1207556,1.061501994,1.095998807,1.3831902,1.251938279,1.332563892
331.5,21.600739,22.99030388,21.64617499,2.2960215,2.201102926,2.459085682,1.147276,1.146088204,1.087600761,1.343297,1.303943891,1.368302953
332,21.6057,21.89539223,20.95570122,2.2880354,2.179292375,2.270440513,1.1138885,1.10386684,1.159594728,1.4464309,1.478962239,1.446721694
332.5,21.672518,20.57988838,23.38959494,2.2777243,2.19799438,2.104700668,1.1869695,1.166352859,1.080316282,1.4907641,1.384262762,1.466842313
333,21.668198,21.21039125,21.89426405,2.2416751,2.254990262,2.353979715,1.176458,1.152955373,1.134692084,1.4317335,1.412306559,1.425334477
333.5,21.674931,21.65336263,20.60031439,2.2310174,2.157868646,2.332464292,1.1840122,1.224923525,1.237169191,1.4162713,1.51795803,1.432702509
334,21.723116,21.21872654,21.59321603,2.181097,2.23401022,2.171904231,1.086316,1.073301003,1.028834136,1.3533343,1.378065628,1.243562722
334.5,21.748608,23.45128426,22.60719546,2.1393611,2.193771422,2.183305562,1.1435572,1.042157152,1.160457922,1.2081332,1.23555756,1.165090757
335,21.719927,23.05881253,20.43961622,2.1234705,2.099942854,2.201390994,1.1182283,1.173895651,1.131018541,1.2325925,1.190060938,1.214428277
335.5,21.738911,20.12421082,22.99674073,2.1090088,2.123895135,2.278452571,1.2539232,1.143798854,1.352304865,1.2419519,1.227062697,1.209811969
336,21.668423,23.06261512,22.2177322,2.0896623,1.890124323,2.180862624,1.1902741,1.114126505,1.103568342,1.2610872,1.196013067,1.420963164
336.5,21.642405,21.5738853,20.98008228,2.0790253,2.041008578,2.164605425,1.1391438,1.218834677,1.177294184,1.2613975,1.32158813,1.335305291
337,21.649702,22.18582758,21.45679878,2.0869317,2.102127726,1.987752798,0.99239278,1.0119047,0.992743096,1.2085519,1.156464379,1.219385383
337.5,21.705326,22.63562751,20.47172205,2.0937223,1.977306707,2.226713349,1.2119302,1.26255113,1.083477502,1.3040292,1.381367423,1.341477328
338,21.698038,21.92680541,22.90401704,2.1136715,2.095048674,2.055211793,1.0735984,1.095087004,0.983094157,1.2080339,1.03519334,1.198220963
338.5,21.686373,22.01411722,21.47957469,2.1490273,2.136847258,2.101156074,0.938963,0.936586104,0.88083239,1.251001,1.295194644,1.432570245
339,21.635326,21.5544435,21.48015057,2.1542263,2.03141312,2.087685683,1.1401414,1.132080448,1.107177496,1.2904216,1.294780353,1.324020858
339.5,21.664574,21.78907371,21.73841004,2.1581576,2.175629976,2.007538132,0.96302032,1.013066996,0.938307596,1.2341295,1.167114136,1.256732477
340,21.676228,21.86665416,21.13742623,2.1384814,2.276405933,2.223206128,1.3829163,1.262975174,1.404575819,1.2858741,1.297424251,1.34671306
340.5,21.65074,21.01704611,22.47687023,2.1509731,2.111103697,2.198333223,1.0822735,1.033311041,1.166377428,1.2276813,1.217273588,1.140483932
341,21.674974,23.67043238,19.95755567,2.1925955,2.053976284,2.098088292,1.0913045,1.027484467,1.070016155,1.2823658,1.198887982,1.26670626
341.5,21.696274,23.57020102,19.68065887,2.1757317,2.125435342,2.318378523,1.1637764,1.162284493,1.161789031,1.4063616,1.378038677,1.416903146
342,21.707378,20.68233078,20.43462464,2.1607292,2.135324357,2.127701929,1.2158743,1.365320061,1.187946643,1.2785016,1.367489845,1.292712714
342.5,21.748993,20.82146607,22.87399986,2.161417,2.231400884,2.164226633,0.870188,0.834008943,0.833816688,1.2649932,1.152638551,1.283037055
343,21.740051,22.84826197,21.84183839,2.1762943,2.302529472,2.07454438,1.2134105,1.276875039,1.210178631,1.3053025,1.274636686,1.187784384
343.5,21.694767,21.51385897,21.66334788,2.1582992,2.23921012,1.837384204,0.99105597,1.010455694,0.966841849,1.2079226,1.18414842,1.252246577
344,21.609697,19.86031443,20.95094779,2.1392334,2.151413681,2.153320025,1.0843363,1.142836766,1.093674791,1.2542723,1.179167209,1.23641838
344.5,21.551716,22.24003404,20.17225746,2.1512065,2.186867232,2.012743177,1.2505255,1.297429477,1.19596179,1.3001794,1.356865629,1.323196737
345,21.59231,20.84255456,22.6048587,2.1914992,2.014320938,2.076147918,1.0772439,1.048507367,1.038661884,1.2731649,1.329765185,1.245852778
345.5,21.623211,21.03721776,23.09612002,2.1727352,2.097336582,2.099340108,1.0562654,0.960073933,1.10754047,1.3395468,1.456934471,1.310136575
346,21.694792,22.59047629,21.28679079,2.1637707,2.247064618,2.101868422,0.99419099,1.042296183,0.982793322,1.3546646,1.39372692,1.27760395
346.5,21.718508,21.45318509,21.53217962,2.2037373,2.185692647,2.093407733,1.118078,1.094175485,1.11170826,1.3909634,1.574204798,1.255189918
347,21.687002,22.28980527,20.91161214,2.251204,2.19899853,2.211001029,1.1184947,1.144527484,1.088226012,1.3562685,1.287718016,1.225948378
347.5,21.629416,23.25649608,21.73952132,2.2803764,2.205002082,2.098574266,1.099013,1.12654797,1.207996457,1.3953787,1.469750824,1.484424624
348,21.634155,22.05036212,23.562016,2.2659955,2.276698929,2.258352065,1.2128856,1.213540685,1.092125409,1.3670734,1.363215444,1.488181647
348.5,21.647865,21.02365045,21.82728137,2.2425182,2.192119461,2.442178019,1.0861486,1.166501351,1.152152196,1.4581989,1.4502855,1.48252537
349,21.626593,20.7768882,20.49326239,2.2537854,2.195604201,2.150620289,1.31656,1.388995201,1.300003761,1.5178524,1.569125957,1.521105616
349.5,21.612839,22.21835422,21.44698833,2.2944016,2.264858747,2.325507491,1.0986459,1.130142016,1.177566326,1.502285,1.453944389,1.639731188
350,21.601732,21.32132636,19.80734617,2.2349014,2.34327227,2.287699913,1.1534417,1.203863117,1.209745621,1.5535121,1.477241659,1.564469726
350.5,21.552317,20.63038813,22.11233627,2.2304356,2.242558258,2.155229493,1.0853362,1.179007898,1.090255729,1.57789,1.426762444,1.5666641
351,21.58881,21.88925385,20.83154756,2.2162406,2.063758445,2.161167216,1.1999958,1.161936074,1.225822041,1.4218571,1.395948843,1.398019182
351.5,21.637989,21.18304125,21.56783895,2.1715622,2.113603646,2.14878686,1.1281036,1.128510116,1.102157215,1.4175223,1.379585465,1.339075324
352,21.62208,20.04101147,20.24822593,2.1432264,2.226798257,2.161245441,1.1134723,1.155387415,1.090808593,1.3946747,1.453472394,1.308259095
352.5,21.602621,19.93842583,20.98959527,2.1677876,2.200187153,2.211613932,1.2525649,1.294900269,1.284514918,1.4359541,1.361916158,1.31721337
353,21.629597,21.63951768,22.22484916,2.1772225,2.164565582,1.972896537,1.1547266,1.261085618,1.119514159,1.3909593,1.524804083,1.450972759
353.5,21.681013,19.87676637,20.52170447,2.2099848,2.485561839,2.310542929,1.3217981,1.261310919,1.329942666,1.6042622,1.682925055,1.755459388
354,21.695353,22.74811781,23.42461304,2.2300651,2.119042399,2.27274013,1.2163491,1.246348392,1.201865546,1.4645588,1.456684325,1.55912915
354.5,21.637739,22.2374614,22.03826051,2.2581804,2.284225384,2.345189429,1.1697705,1.239742632,1.20011091,1.38027,1.385473586,1.399966473
355,21.623468,21.44196702,20.44814039,2.2524753,2.375918181,2.35636855,1.2042849,1.239233005,1.167721286,1.3723807,1.422597029,1.471419815
355.5,21.650942,20.93149563,21.0780917,2.2629626,2.144693071,2.277623794,1.0312259,1.001953411,1.110627307,1.4316185,1.387179531,1.461771896
356,21.607832,22.45723509,20.71801694,2.2369213,2.346081276,2.347147115,1.1858722,1.176673965,1.182343987,1.3386545,1.434429809,1.387939056
356.5,21.623566,23.10312541,21.1661164,2.2023699,2.229172622,2.234971891,1.2006609,1.151320234,1.294475096,1.2862306,1.387545483,1.28606806
357,21.674675,21.60854844,24.12262989,2.1923397,2.206169548,2.336853273,0.97979903,0.963161796,1.010089735,1.3501242,1.290057827,1.357288741
357.5,21.69091,20.09810371,21.08994368,2.1831405,2.252222523,2.2576957,1.2110561,1.163618969,1.213296032,1.319851,1.521757268,1.342888706
358,21.636187,20.46126244,22.92439901,2.1689467,2.032586922,2.122599769,0.96704245,0.99170874,0.995090438,1.2157146,1.308675036,1.092968158
358.5,21.652565,21.72249159,23.03964985,2.1546438,2.216292729,2.017818789,1.1268002,1.02293472,1.121583711,1.252944,1.210499799,1.273508224
359,21.687498,20.52329605,22.08838853,2.1006365,1.901596376,2.148071051,1.1901333,1.197094404,1.22175657,1.2372949,1.098542941,1.365564944
359.5,21.691111,20.25711603,23.14401169,2.0588298,2.00353027,2.129421683,0.83298755,0.798365012,0.755192028,1.1608006,1.183808161,1.129951052
360,21.713816,22.0455816,23.48558669,2.0799775,2.172931564,1.860807058,1.156175,1.199669363,1.126351271,1.2620223,1.334008859,1.218252835
360.5,21.729927,21.72784267,24.00414059,2.0432365,2.074239232,1.989653741,1.1593828,1.189034809,1.164476602,1.2267306,1.23541933,1.18523591
361,21.696474,21.2655882,19.98247547,2.0914202,2.056656348,2.095017651,1.1323812,1.086091812,1.087281848,1.2437863,1.270006362,1.182411749
361.5,21.700367,21.59835881,21.50173215,2.0916603,2.02230359,2.012384376,1.1440513,1.106169198,1.120835586,1.3561906,1.274114031,1.288733226
362,21.640179,22.69929409,21.23501097,2.1081085,2.116395229,2.123071,1.1836923,1.132627813,1.157950513,1.2728493,1.324307272,1.325965648
362.5,21.627899,21.02183249,21.36021083,2.1617649,2.009738716,2.280781388,1.1756402,1.235669699,1.186911155,1.3275928,1.291940495,1.27221911
363,21.693398,21.24987746,23.05909811,2.2131169,2.21767371,2.233935949,1.0573627,1.117769261,1.134061959,1.3154644,1.316782317,1.416266342
363.5,21.647297,20.34941477,21.06666864,2.2335243,2.294262425,2.306270948,1.3018076,1.270239435,1.257924755,1.4012724,1.533547188,1.361304917
364,21.695877,21.69466233,20.79817638,2.3311708,2.070658326,2.54368891,1.1472864,1.167786399,1.234270592,1.3454589,1.47627772,1.445567389
364.5,21.704294,23.41450586,20.32969585,2.3646441,2.581121863,2.437111256,1.0730883,1.018373664,1.05441084,1.4196467,1.484393407,1.375396151
365,21.680868,20.89819458,21.55655501,2.3695905,2.396164202,2.39759512,1.1917161,1.115866205,1.19957693,1.4319265,1.385785836,1.358499676
365.5,21.728188,20.99350723,21.40522749,2.3927476,2.5002484,2.482530448,1.1006377,1.144702783,1.184682156,1.5417074,1.563046151,1.584101613
366,21.675894,20.21231442,21.15016163,2.3699205,2.332992466,2.589447371,1.2282113,1.182391865,1.2841724,1.4896928,1.554470286,1.473747636
366.5,21.644512,22.91957381,20.22492487,2.3095632,2.431552664,2.085969881,1.2543782,1.207011661,1.3595671,1.4028043,1.210652858,1.472015377
367,21.637651,19.72600576,21.33173583,2.2592218,2.419810333,2.303334533,1.1382217,1.115385846,1.077532956,1.2926381,1.244117338,1.367335451
367.5,21.643364,23.42099873,20.68953523,2.2159209,2.356095618,2.110378076,1.0747676,1.076081435,1.143952173,1.2730547,1.254378791,1.222135526
368,21.643517,21.50056026,21.59328982,2.2152183,2.240379059,2.343028255,1.2536256,1.353918612,1.26805146,1.3705448,1.399495327,1.453780023
368.5,21.658997,22.44525003,20.51678533,2.1748466,2.301995756,2.168424788,1.2181145,1.146874535,1.268929866,1.3379753,1.388474628,1.360895648
369,21.69458,21.37505273,21.83379055,2.100399,1.836158808,2.065034116,0.87293804,0.780050033,0.862537433,1.2105439,1.148920097,1.184399763
369.5,21.693937,22.27015316,22.42681519,2.1146884,2.126720931,1.996759794,1.0577215,1.067471932,1.055517445,1.2120779,1.330312674,1.237821504
370,21.704809,20.32754162,21.48367657,2.0997748,2.096894607,2.174045305,1.1155936,1.132574916,1.079869176,1.2551589,1.208951912,1.312661439
370.5,21.680649,21.71135611,23.16965845,2.1401763,1.968967618,2.076039283,1.1191427,1.198037013,1.08411596,1.2823091,1.238607073,1.183545092
371,21.620384,23.81636658,21.92544724,2.1881883,2.184635303,2.421328589,1.0874785,1.143377807,1.070357416,1.235847,1.23255329,1.232999408
371.5,21.612041,21.57881915,19.66972833,2.2190685,2.154268445,2.139183326,1.1077663,1.114364374,1.157740892,1.3529004,1.374411428,1.427644859
372,21.642139,20.79348742,22.63627524,2.2705081,2.256312382,2.412063092,1.181661,1.145614498,1.168012353,1.3614682,1.518014175,1.332243267
372.5,21.648386,21.55125968,23.71926423,2.3032014,2.481150443,2.214789628,1.0104705,1.00058697,1.006530253,1.3383147,1.355665123,1.332523218
373,21.670536,20.23880262,21.25734617,2.3185141,2.266686895,2.293180168,1.0558661,1.066980921,1.044698057,1.2962064,1.398995816,1.315244718
373.5,21.72407,21.96518847,21.55569007,2.3432302,2.505348967,2.471372452,1.0782235,1.112765959,1.063759022,1.3637147,1.474680256,1.353855198
374,21.714676,21.65057187,21.99403398,2.3798304,2.664246633,2.19815326,1.2764608,1.245481339,1.233130565,1.5492008,1.489830636,1.603761371
374.5,21.721634,20.40741774,22.11156671,2.3999767,2.679696945,2.410869286,1.1066465,1.151988439,1.129855024,1.4788711,1.454165025,1.396301431
375,21.7243,23.08100719,21.95125311,2.4080956,2.490897026,2.333062961,1.0477223,1.15072008,1.069207845,1.4836127,1.368793478,1.606028173
375.5,21.709711,21.42166644,20.36283563,2.4022603,2.346705462,2.592300599,1.0944644,0.986458129,1.060898274,1.491227,1.570286428,1.530580224
376,21.680346,21.38723146,20.63401428,2.3737655,2.461551052,2.336005034,1.171768,1.310023262,1.105019526,1.380239,1.355860964,1.467777463
376.5,21.605412,21.15045281,23.83273172,2.2989838,2.31262415,2.236129852,1.0434235,1.094929354,1.02623744,1.3248459,1.287305529,1.405868052
377,21.6588,20.97550645,20.80504837,2.3161411,2.438571076,2.167050979,1.054015,1.073969576,1.091465551,1.4350942,1.288375316,1.436766893
377.5,21.676184,20.34809309,23.09846564,2.2968082,2.469210742,2.298063179,1.156508,1.179749664,1.056793523,1.4783151,1.421976812,1.623864207
378,21.74296,21.55769948,21.35839477,2.2771101,2.278617168,2.35000828,1.0909995,1.131133736,1.094352736,1.4567615,1.357828209,1.364597272
378.5,21.773088,20.85758502,19.80688617,2.2442815,2.274910978,2.381777,0.93461823,0.929952869,0.962302954,1.4198356,1.460432901,1.552031167
379,21.787727,20.44831842,21.98369944,2.2256024,2.265343722,2.246524629,1.1541237,1.217114826,1.131542966,1.3570997,1.390132765,1.248357675
379.5,21.737165,21.88835974,22.53311776,2.2060497,2.1954735,2.182329467,1.1040648,1.057978311,1.105833476,1.2885237,1.283885105,1.298156595
380,21.728617,23.0972003,23.13810807,2.1600928,2.147237169,2.143231052,1.0640872,1.016745748,1.028638867,1.2041416,1.17450484,1.204373612
380.5,21.675425,21.89310078,23.73337217,2.1400096,2.100043423,2.173046081,1.1430672,1.170803913,1.150414411,1.2296919,1.261838737,1.211206259
381,21.644039,22.60609833,21.3205717,2.1202967,2.271215123,2.008757258,1.0270905,1.078232352,0.999244264,1.2423708,1.184337233,1.252280978
381.5,21.665115,20.68635612,20.3395921,2.1477761,2.139639092,2.127118844,1.0900224,1.065432838,1.025113468,1.3637328,1.286114125,1.304437869
382,21.643709,21.16571657,21.16108746,2.1596622,2.108422818,2.159130948,1.2800673,1.237066784,1.273006615,1.278847,1.258654678,1.366694882
382.5,21.605404,22.87844934,22.95707058,2.1898289,2.211643761,2.166126614,1.1703136,1.314953189,1.159099372,1.380165,1.391931472,1.327664848
383,21.665291,21.35107303,23.43643838,2.2343857,2.234847423,2.365662798,1.1727605,1.187800683,1.114847364,1.4027382,1.433265568,1.396327731
383.5,21.702568,23.95606644,23.16118866,2.2782114,2.181920464,2.234942085,1.118862,1.1669197,1.093529456,1.5412736,1.557283626,1.618179912
384,21.661371,19.95976445,21.02788454,2.2833388,2.371327122,2.532635183,1.221365,1.298776553,1.243491586,1.5404896,1.474466033,1.506890932
384.5,21.662329,21.65265258,18.66266078,2.269361,2.073588416,2.362315568,1.0894128,1.020844807,1.016140812,1.4956734,1.574048898,1.523378719
385,21.675619,21.17012568,22.06110443,2.2934077,2.166260836,2.357006944,1.1719407,1.185386397,1.082506229,1.4502394,1.412358245,1.401229619
385.5,21.689281,21.17869184,22.26834828,2.2160096,2.297927279,2.283191892,1.0297443,0.969929885,1.107649931,1.4396161,1.374447183,1.388240939
386,21.706532,21.87375911,20.23246418,2.2087994,2.315860988,2.032847378,1.192966,1.266820157,1.200238238,1.5031124,1.453129274,1.584972137
386.5,21.658138,22.67322999,21.11942341,2.1561539,2.071617327,2.092274804,1.1560128,1.261568869,1.204278004,1.3879544,1.309273276,1.391659255
387,21.653536,23.09184919,21.37383206,2.1632409,2.09223402,2.109972352,1.2391019,1.363832775,1.245553105,1.3477565,1.387604318,1.32769774
387.5,21.67989,20.57853367,22.24725723,2.1251247,2.069633605,2.042314435,1.0324453,1.072771643,1.045153308,1.3092258,1.378133261,1.257292978
388,21.627899,21.55142752,20.25888839,2.1783288,2.183192821,2.262198067,1.1789718,1.223675642,1.171587229,1.5353887,1.545506791,1.48430756
388.5,21.612299,20.21451831,20.38613348,2.1495683,2.06219114,2.105084713,1.1928965,1.206920188,1.263980943,1.3545161,1.436835625,1.37059294
389,21.637856,23.38617575,22.77774087,2.2251744,2.311903846,2.295348811,1.1557914,1.17239381,1.226414461,1.4748893,1.530110179,1.488226219
389.5,21.65715,20.93515384,22.53116899,2.242043,2.22486548,2.051167995,1.1580782,1.110357809,1.177102392,1.4043874,1.316701481,1.263974928
390,21.643122,22.0040741,22.63320589,2.2447841,2.265605966,2.547495696,1.1959156,1.237034317,1.181235173,1.4083486,1.446804392,1.511932948
390.5,21.619259,21.88154847,22.57596577,2.3168998,2.381381052,2.291364089,1.0793468,1.077043307,1.05395559,1.5502764,1.582281189,1.592645455
391,21.645847,20.85994647,21.82676113,2.3100913,2.352794022,2.329415217,1.144264,1.182506315,1.136952579,1.4715801,1.422305607,1.446179918
391.5,21.674522,21.7306938,20.69231754,2.2800832,2.20898992,2.104984989,1.1939297,1.162499101,1.18811782,1.4607356,1.378574382,1.484483429
392,21.692179,23.06504981,20.15075091,2.2669473,2.387739906,2.182577167,1.2313432,1.264431476,1.133022584,1.4670932,1.611762964,1.524299896
392.5,21.678392,21.47326488,22.83446815,2.272265,2.616713381,2.210624872,1.153317,1.140196323,1.146851237,1.4788774,1.497747384,1.502538305
393,21.684425,21.25314573,21.41356441,2.2102668,2.251413741,2.270008917,1.1965015,1.246492226,1.303627445,1.4231652,1.415059108,1.494618852
393.5,21.706877,23.63522896,22.58416516,2.1722851,2.198260121,2.372122242,1.0790831,1.09367691,1.010622154,1.3784286,1.315779179,1.402373032
394,21.66617,22.1195336,19.87676813,2.1873031,2.172645192,2.37800935,1.2317544,1.194294302,1.2770136,1.3934189,1.339321194,1.388163052
394.5,21.636293,24.52664577,21.1441496,2.1812024,2.152467539,2.119475455,1.2185234,1.129754859,1.201648613,1.4845009,1.432675381,1.367485486
395,21.607704,21.55199087,21.06726134,2.1708887,2.230226364,2.114239888,1.251039,1.285742604,1.197500298,1.4483616,1.497360727,1.40937778
395.5,21.592554,20.89634495,21.30698538,2.1952569,2.232624612,2.220782654,1.1851526,1.133239392,1.233402581,1.504298,1.457691615,1.474482495
396,21.659054,20.66521859,19.51751224,2.1986647,2.068021269,2.17478034,1.0790192,1.136434324,1.036450203,1.4387335,1.488269936,1.437923419
396.5,21.696081,22.75557155,20.09882526,2.1819468,2.186235751,2.091315196,1.2072572,1.254147534,1.154991661,1.4822352,1.351702942,1.504470402
397,21.710646,22.64755538,20.81821467,2.1990843,2.218559372,2.107045785,1.174449,1.211274412,1.153881055,1.4586022,1.486317341,1.47670447
397.5,21.716021,20.64427548,20.84628983,2.2323096,2.065105171,2.057079172,1.0981262,1.059029933,1.042902647,1.3053552,1.342226086,1.300149605
398,21.709423,22.45849732,21.94879566,2.2409821,2.087705392,2.396990096,1.1607935,1.103850812,1.086501891,1.4086992,1.357758123,1.349469743
398.5,21.678066,21.29078187,22.52654666,2.2237964,2.072350213,2.128080143,1.1981964,1.113001535,1.2163187,1.4808259,1.41997615,1.529351826
399,21.640251,21.73357873,21.38582206,2.2175524,2.086650909,2.286368293,1.1786726,1.171847879,1.273433818,1.4277583,1.503326178,1.475143219
399.5,21.610865,20.20423569,22.27780637,2.2526469,2.22939443,2.403259451,1.1261114,1.183810912,1.197507729,1.4499846,1.419660464,1.559237748
400,21.648472,21.02751839,21.07846606,2.2758503,2.408247415,2.245753172,1.249155,1.230030307,1.208221174,1.5087705,1.592091976,1.481990237
400.5,21.673016,22.13786469,20.24862968,2.2806447,2.241549358,2.154832508,1.206441,1.235376916,1.193291099,1.4594362,1.482819981,1.337156364
401,21.662878,22.768641,20.93600624,2.2676408,2.205468264,2.131984991,1.1332663,1.135601172,1.181990821,1.4571258,1.452643996,1.533084386
401.5,21.6472,22.40934178,22.13186026,2.2497089,2.134391162,2.325690271,1.2132698,1.274963177,1.295463399,1.4373859,1.47090062,1.493558135
402,21.675737,20.24847092,22.18565341,2.2821321,2.420002869,2.104817737,1.2152963,1.351050553,1.110796965,1.485976,1.560411062,1.483200375
402.5,21.638672,23.18257477,22.6719263,2.2676382,2.27731777,2.284014311,1.2548139,1.150569927,1.266799224,1.3618375,1.236267881,1.277869664
403,21.681639,21.95816884,20.94998732,2.239373,2.173089932,2.397187815,1.2014014,1.146462739,1.179476074,1.4256448,1.421172076,1.403975516
403.5,21.71423,22.38257803,20.74292491,2.2324867,2.070323605,2.412712076,1.1761464,1.14974911,1.121051673,1.5460753,1.662793988,1.603127054
404,21.719368,20.5516388,20.13992473,2.2079663,2.30398647,1.99091284,1.1575683,1.129512852,1.165313968,1.3834929,1.42124799,1.350641407
404.5,21.726395,22.91844354,22.90153577,2.207973,2.289809506,2.278748629,1.2826179,1.340923119,1.360320171,1.4726256,1.387832294,1.466079985
