t,RMSD_ligand_rep1,RMSD_ligand_rep2,RMSD_ligand_rep3,RMSD_pocket_rep1,RMSD_pocket_rep2,RMSD_pocket_rep3,RMSD_BB_rep1,RMSD_BB_rep2,RMSD_BB_rep3,Rg_rep1,Rg_rep2,Rg_rep3
1260,1.8888886,2.038180104,1.72883235,1.9454036,1.993401356,1.900415406,1.9768842,2.05058683,1.783732656,20.433924,20.64714134,20.34806124
1260.5,1.943929,2.088051007,1.764400174,1.9659178,2.098597087,1.959285604,1.9998739,2.069918131,1.88114185,20.457388,20.18902108,19.9154781
1261,1.8744116,2.059647963,1.845253483,1.8927423,1.871692377,1.796693425,2.0081375,2.299406692,2.100548381,20.484188,20.27262992,19.86740891
1261.5,1.9559791,2.077373384,1.908939102,1.8997179,1.905887851,1.854654398,2.0340791,2.126867125,2.000149401,20.492115,20.45708585,20.294089
1262,1.9965048,2.101208376,2.006093452,1.8966845,2.029218772,1.808645577,2.0846972,2.152488812,2.026272562,20.484615,20.87983979,21.76332611
1262.5,2.0340996,2.209741134,1.920997177,1.8616701,1.956957029,1.69703302,2.0928011,2.094772619,2.004832219,20.449419,20.59790325,20.72426249
1263,1.8345338,1.94961107,1.753848912,1.8372912,2.036998737,1.81293011,2.0709846,2.154966058,1.968345441,20.502153,20.78331219,20.89540844
1263.5,1.9510384,2.085253967,1.845097256,1.8806244,1.949820037,1.796696183,2.028717,2.060781766,1.935039347,20.482529,19.96494388,19.79582086
1264,2.0258279,2.161861213,1.89947938,1.9208544,2.040273629,1.849791356,2.0046713,2.117879116,1.928878116,20.51631,21.23252748,20.27434657
1264.5,1.844458,1.966965177,1.727724048,1.8024554,1.918291147,1.71413262,2.0132973,2.096264819,2.007529812,20.520206,20.98981161,19.48268513
1265,1.9900591,2.14242227,1.821102518,2.0199125,2.135761172,1.928399799,2.0491741,2.122577945,1.974038449,20.506815,20.88652411,20.16794481
1265.5,1.8854402,2.080673739,1.814886863,1.9743576,2.105781544,1.835954228,2.0241466,2.072037764,2.038202457,20.467522,19.76199166,20.66415345
1266,1.9486887,2.095986262,1.883879479,1.9418496,2.018439284,1.798032063,2.0079937,2.024970505,1.861367985,20.47035,20.4414942,19.04724578
1266.5,1.8003144,1.972407965,1.800843003,2.0197358,2.064868939,1.895630234,2.0213559,2.137978311,1.946664647,20.483885,20.10975251,20.76271855
1267,1.9603702,2.125759806,1.892821089,1.9766526,2.044732252,1.802296314,2.0403805,2.12743749,1.94566879,20.495607,20.21144101,20.0972651
1267.5,2.0683858,2.081973499,1.946516149,1.9695741,2.191422485,1.935577899,2.0338745,2.042832213,1.99987436,20.471277,21.2670189,21.49947225
1268,1.8645858,2.045763526,1.745450905,1.8823128,1.952758626,1.768176548,2.048631,2.094468106,1.987330134,20.507076,19.91627206,20.88869169
1268.5,1.9724742,2.16159811,1.925601233,1.8991262,1.965865309,1.873984445,1.9950602,2.106209848,1.953821459,20.468908,20.45668921,21.10628402
1269,1.9311892,2.111188804,1.789931211,2.0174093,2.160033214,1.903831861,1.9910207,2.179948478,1.956943089,20.486427,20.60122734,20.7637167
1269.5,1.9023374,2.068620543,1.764970143,1.8323028,1.898575753,1.737120192,2.0307324,2.080479506,1.883067545,20.486723,20.1136079,19.63981654
1270,1.8891073,1.998803264,1.800144699,1.826326,1.907966501,1.771978137,2.0888243,2.18894606,1.952374004,20.50251,21.28045679,19.0386236
1270.5,1.8677583,1.969132771,1.790789902,1.8691287,1.953222202,1.744738183,2.09904,2.223666239,2.084694502,20.517889,21.62695537,20.95248678
1271,2.1022589,2.226968931,2.040360988,1.9591706,2.100018259,1.898778027,2.1261241,2.278714598,2.072020486,20.528793,20.53075846,20.31749354
1271.5,1.8768727,2.116435968,1.753937442,1.8311359,1.897551136,1.707652987,2.0903769,2.283994709,2.135875837,20.493662,20.56973759,19.98888915
1272,1.9284564,2.033138925,1.831142601,1.8739812,2.000041407,1.716814517,2.0609393,2.030449101,1.905222029,20.481382,21.44422299,19.98356308
1272.5,2.0408938,2.113551553,1.904168608,2.0751009,1.959613083,1.965863458,2.0510528,2.168317577,1.987211434,20.444628,19.66070815,18.66302398
1273,1.9027785,2.110613481,1.825507161,1.9061348,1.900468166,1.766684039,2.0360944,2.065014801,2.068466362,20.482466,21.09721005,19.92415442
1273.5,1.9720592,2.122754045,1.914853986,1.8588942,2.043052347,1.72118117,1.9855987,2.125085014,1.939471019,20.452946,20.66088767,20.7670237
1274,2.101779,2.32209495,2.056267017,1.9353653,1.968665279,1.898704996,1.952667,1.953925615,1.789190326,20.466682,20.47630675,20.59956797
1274.5,1.7968923,1.960023465,1.711611377,1.8435885,1.933308265,1.74026655,1.9597759,2.042927849,1.835779823,20.445793,20.47012309,21.29276531
1275,1.9774545,2.272171039,1.929544735,1.9202842,2.096471926,1.918425822,1.9896845,2.070826489,1.987108572,20.461216,19.32559231,20.67358329
1275.5,1.9830201,2.086222319,1.889566276,1.9771093,2.1236855,1.79195394,2.0693185,2.147191331,1.968250532,20.466753,19.8734646,20.28754867
1276,1.8277929,1.900641809,1.752399615,1.8120562,1.89548548,1.819067346,2.0895469,2.185444669,2.023371724,20.471718,21.20048458,20.55146458
1276.5,1.8543133,2.06425646,1.7442931,1.8444345,1.953070742,1.764005966,2.1440487,2.325201298,1.99805116,20.526167,18.94176361,22.11840784
1277,1.9244004,2.096767426,1.748087878,1.8970631,1.990665585,1.846842469,2.1570077,2.21821161,2.185528365,20.545937,21.76005336,20.89644031
1277.5,2.0800569,2.230124063,2.006708545,1.8906869,1.887661355,1.815859024,2.1013615,2.153009827,2.001904269,20.484043,21.10400584,20.27511828
1278,1.8143615,1.97207085,1.637445216,1.8733494,2.019857602,1.88608832,2.0548947,2.05509912,1.997097487,20.509571,19.88113356,19.3164824
1278.5,1.9641258,2.111384239,1.797404969,2.0255203,2.110836741,1.857189171,1.9842848,2.181246443,1.83377804,20.51251,20.78148897,20.5976758
1279,1.794494,1.964173802,1.689056077,1.9623644,2.065055832,1.877156044,1.957294,2.007117388,1.88348779,20.460922,19.13107918,21.20585301
1279.5,2.0213933,2.123281524,1.927034407,1.8386849,1.947970297,1.774305011,1.9801276,1.987376003,1.952941411,20.510565,21.0545401,21.31196224
1280,1.9404156,2.140222859,1.871888816,1.8647745,2.007492681,1.603978302,2.0423543,2.112575516,2.020085223,20.536037,19.83255891,19.47435726
1280.5,1.9400471,2.164413779,1.870354533,1.875618,1.961994723,1.911051922,2.042243,2.210594951,1.897059641,20.485687,21.254592,20.77016238
1281,1.9457817,2.070213327,1.809770564,1.8666213,1.957806687,1.884982426,2.0359535,2.208265437,1.941170961,20.506943,20.33624241,19.97522649
1281.5,1.9208397,2.089396462,1.779639559,1.9109708,1.975892635,1.90084946,2.0279641,2.072528307,1.890064794,20.508797,20.85170592,20.38988084
1282,2.0844131,2.220553842,1.971630906,1.8660343,1.875055657,1.801898447,2.0210755,2.210445155,1.826908491,20.499811,20.43162645,19.37991175
1282.5,1.9360694,2.01459969,1.853768349,1.8467965,1.939026861,1.764108304,2.008832,2.06645725,1.883453246,20.502085,20.3699078,21.61268429
1283,2.048434,2.25817379,2.090891507,1.9034063,2.093821381,1.839706015,1.972713,2.08347442,1.950905936,20.475647,20.12504346,20.40092785
1283.5,1.9445816,2.072708729,1.818379285,1.8551888,1.962862922,1.740826429,1.9795728,2.092197816,1.8840137,20.446295,20.28873393,19.64023695
1284,1.9573959,2.164286147,1.826438043,1.9975929,2.074387186,1.878282328,2.0117078,2.145704385,1.920054348,20.459291,20.66222649,19.82270847
1284.5,1.9791255,2.328575999,1.796504298,1.8952098,2.013222961,1.819559894,2.0498626,2.145056909,2.001749639,20.502594,20.63055437,20.25414815
1285,1.8396393,2.031938019,1.761658528,1.9624269,2.085219608,1.875771816,2.0251865,2.130574251,1.95454969,20.516323,20.03251726,20.55946996
1285.5,1.8007807,1.949836387,1.737012083,1.8344911,1.945930074,1.753425266,1.98436,2.091689741,1.969783864,20.52479,20.56374009,21.15148833
1286,1.8958138,2.039606385,1.694665296,1.8633226,1.96467391,1.718424646,1.9715769,2.083868243,1.938396883,20.485697,19.41535916,19.26375093
1286.5,1.9293525,2.002752012,1.806335338,1.9526823,2.077364788,1.839950812,1.9985906,2.091807053,1.905370834,20.515289,20.96639545,20.00987984
1287,1.9420303,2.097143084,1.922790583,1.8881109,1.981729694,1.836446945,2.0383837,2.117375281,2.068259336,20.524563,19.95473792,21.92473302
1287.5,2.044934,2.157596542,1.873019252,1.9188814,2.078626438,1.805852853,2.0773094,2.151898822,2.061834026,20.515362,20.91275747,19.88008701
1288,1.7246401,1.946494649,1.641244688,1.9415636,2.176966232,1.87360499,2.0603759,2.030679199,1.922886487,20.493279,21.79439606,20.45508778
1288.5,1.9786808,2.115240753,1.818884437,1.91246,1.960335075,1.739170458,2.0472486,2.19940934,2.036574014,20.504477,20.57394067,21.32310787
1289,1.9589229,2.058506508,1.767887345,1.9950718,2.157804106,1.884760921,1.9993209,2.132235053,1.951832798,20.485029,20.8534253,20.37065154
1289.5,1.8600808,2.10824377,1.841639092,1.9532113,2.115828757,1.71583708,2.0139067,2.145766732,1.818702509,20.484833,20.32099877,21.04871923
1290,1.9365803,2.129633848,1.870739118,1.8814695,1.980110805,1.768258095,2.0593767,2.260293146,1.983660148,20.470701,19.29899851,19.64803329
1290.5,1.9221002,1.980288435,1.831078756,1.8876162,1.995803509,1.857311353,2.0982499,2.193919386,2.07627349,20.474552,20.3972701,21.09838167
1291,1.9904103,2.112899892,1.904571053,1.9142023,2.130554637,1.838445147,2.0322163,2.149564126,1.94069739,20.428442,20.31796515,20.70339383
1291.5,1.9410633,2.041173529,1.82407272,1.8454252,1.969842905,1.753534425,2.0103796,2.124842439,1.83932518,20.44309,20.44010779,20.60512736
1292,1.8908832,2.030063733,1.754327159,2.0056489,2.209989961,1.846273317,2.0153966,2.13857642,1.899916756,20.49584,20.42758212,20.64581561
1292.5,1.9742612,2.128943555,1.901323495,1.8723416,1.962971879,1.803558778,2.0975852,2.271402192,1.977062424,20.511583,20.49155459,20.54299965
1293,2.0091953,2.185073484,1.872994097,1.8721356,1.960286403,1.79269562,2.0354655,2.191138383,2.038507358,20.493046,18.84467442,20.04193062
1293.5,1.9439229,2.173471172,1.74352197,1.9326925,1.963930114,1.773117525,1.9911689,2.085635815,1.994691214,20.472689,21.60638635,20.6057321
1294,1.9457402,1.947401832,1.92644381,1.9179571,2.002060294,1.796669653,1.9859467,2.157870287,1.950872351,20.480083,20.59492896,20.42393534
1294.5,1.8788699,2.081977937,1.970996935,1.8652252,1.980881532,1.687281275,2.005266,2.18704211,1.948606442,20.490789,21.39988363,20.49885696
1295,2.066256,2.19515808,1.939135638,1.9314929,2.019398796,1.861951691,2.0371158,2.022194772,2.137431123,20.494642,20.4869197,20.52752489
1295.5,1.8762165,2.033554436,1.841145706,1.8656911,1.94897789,1.721577595,2.0501745,2.147656712,2.051820513,20.505938,20.49012646,20.32836118
1296,1.9989932,2.144372392,1.972526869,1.9880342,2.027099139,1.97783824,2.0631306,2.086327296,2.071187554,20.473715,20.37936181,20.25189183
1296.5,1.8616964,2.027074711,1.827268185,2.0118344,2.014287792,2.034303204,2.0809007,2.176957114,1.928464843,20.452976,20.71189812,19.7983668
1297,1.8791051,2.061839347,1.831651794,1.9610746,2.114172628,1.872772289,2.070811,2.127622474,1.864530826,20.485989,20.33272028,20.38389696
1297.5,1.9160362,2.051309786,1.874397455,1.8563925,2.073708262,1.796233579,2.0907731,2.112205954,2.048661127,20.479111,20.31379954,20.38989685
1298,2.0619001,2.272495181,1.972100663,1.8328037,1.799551216,1.835694742,2.0347455,2.133784983,1.987052032,20.519075,19.90470923,21.36980033
1298.5,1.9473842,2.169575691,1.919510021,1.8471229,2.017805289,1.698407143,1.9825091,1.909407091,1.840082948,20.481279,20.19135174,20.47864762
1299,1.9011121,2.078456218,1.750367984,1.9007448,2.075283267,1.883475108,1.9860498,2.060386965,1.916727605,20.463789,20.76302713,20.28793396
1299.5,1.9707808,2.278465756,1.920473227,1.9718449,2.093021444,1.91139905,1.9718014,1.965078167,1.89524758,20.475145,21.07603554,19.7859724
1300,1.8852334,1.92662927,1.6904849,1.9011595,1.989313989,1.835359864,2.0312746,2.21107332,2.067930525,20.478178,21.78625666,20.5456858
1300.5,1.9911778,2.188828568,1.866222442,1.8916097,1.929732947,1.795708465,2.0494874,2.21522785,1.912413513,20.475445,20.46362609,20.36653758
1301,1.981459,2.105665181,1.932006743,1.936838,1.984088745,1.903510878,2.0843849,2.211631231,2.037476306,20.458891,20.34139395,21.10400254
1301.5,1.8346641,2.084746924,1.779248023,1.9460071,2.175063722,1.974825441,2.1439962,2.231449155,1.995208122,20.483425,20.14334252,20.87046929
1302,1.9830281,2.170591419,1.877281949,1.8876513,1.962693195,1.898391119,2.1553361,2.303325199,2.074549601,20.438629,20.41960397,20.7248168
1302.5,2.0004969,2.064712398,1.862551972,1.827973,1.979240898,1.73374982,2.1391928,2.13570516,2.015529345,20.484306,21.46152045,20.11518632
1303,1.8978893,1.975818721,1.812092072,1.932966,1.977736277,1.76493388,2.07955,2.251804991,1.989869102,20.545378,20.0256709,20.50030863
1303.5,1.83468,1.997505915,1.723020626,1.9442406,2.048068471,1.758943531,2.0208325,2.152880268,1.955812358,20.511942,21.24237302,20.04096267
1304,1.9772296,2.111017145,1.849921022,1.8070461,1.802334466,1.696585725,2.013381,2.028217499,1.88748421,20.514753,20.14705906,20.1674306
1304.5,1.9691064,2.169667565,1.872450372,1.8846153,1.966521391,1.779417814,2.0201807,2.017854837,1.975833123,20.488968,20.11910155,18.9781217
1305,2.0411096,2.190572894,1.930744893,1.8649232,1.952022616,1.785116586,2.0559502,2.118140611,1.990987997,20.470245,20.3198167,19.59718423
1305.5,1.8648372,1.934801689,1.813893346,1.9960473,2.080392119,1.788724645,2.0585165,2.050709392,2.052149631,20.421721,20.68015072,20.63454638
1306,1.8566331,1.99445641,1.650462819,1.9089092,2.068220701,1.944420168,2.0530627,2.145400213,1.964546131,20.414988,21.01166204,19.68798198
1306.5,1.8572595,1.965319509,1.78453092,1.9297855,2.018796747,1.78737487,2.0399899,2.159503324,2.027595629,20.43273,19.521198,20.95945614
1307,1.9819407,2.031688598,1.925906653,1.7736456,1.974437863,1.674016328,1.9885025,2.079582661,1.843314254,20.48259,19.96890366,20.18718396
1307.5,1.984133,2.241996276,1.83544707,1.9345008,2.012937297,1.814980857,1.9857738,2.067630415,1.957265098,20.538055,20.79583284,21.05505094
1308,1.8499985,1.955221636,1.693204719,1.8751993,1.93409998,1.816168268,2.0332778,2.03392851,1.877162198,20.505026,21.20423573,19.27864638
1308.5,1.8197786,2.002618178,1.653095472,1.8635992,1.925302278,1.789280178,2.0983157,2.16733365,2.008213625,20.472464,19.40759864,20.9661853
1309,2.0548556,2.100152984,1.915107391,1.9176692,2.121406676,1.849045328,2.1361039,2.213945317,2.108407782,20.493727,20.96192754,21.02362707
1309.5,2.0133138,2.215793434,1.903846895,1.876597,1.990752391,1.842311923,2.1159296,2.32977262,2.086063347,20.495819,20.42267384,20.63363453
1310,1.8772118,2.039707413,1.74637047,1.8036458,1.911819309,1.699972,2.0721967,2.168381923,1.883398924,20.478632,22.26422121,20.7439871
1310.5,2.1921189,2.348812222,2.008132284,1.9322269,2.037407802,1.862476825,2.062927,2.145981,2.025309696,20.501627,20.11833673,20.71499453
1311,1.9028631,2.045216889,1.789910539,1.8249031,1.892554477,1.745785783,2.0621898,2.138104884,1.937262743,20.529196,20.87867316,20.82494812
1311.5,1.8083817,1.892272987,1.700042699,1.9657524,2.102992051,1.734829745,2.0549133,2.18187868,2.042406868,20.5294,20.63106475,21.48098641
1312,2.0205405,2.197299499,1.771361355,1.9066982,1.967302727,1.936603123,2.0405233,2.118126629,1.937948476,20.452969,20.32837719,19.93788134
1312.5,1.9980049,2.254520802,1.817976963,1.9075774,2.090320642,1.782519453,2.0292947,2.147871143,1.86963415,20.466862,20.6161645,19.94553586
1313,1.899033,2.003860899,1.841684842,1.9618313,2.057088887,1.931625724,2.0201914,2.069081781,1.978402149,20.43783,20.98563,20.45924194
1313.5,2.027432,2.095920746,1.879815207,1.9814283,2.008913607,1.976073127,2.0214863,2.110821163,2.009699584,20.460499,21.18039961,20.16257904
1314,1.7812303,1.760545756,1.696403606,1.8934059,2.021658678,1.843601924,2.0208087,2.075353361,2.051670998,20.482714,19.8030923,20.43705102
1314.5,2.0000021,2.127247529,1.930348215,1.7464854,1.762934418,1.6816432,2.0318537,2.089820232,2.012315161,20.52869,20.38715676,20.73624446
1315,1.9547777,2.070761123,1.869438222,1.9776421,2.18648877,1.970199325,2.0638912,2.252000145,1.834689493,20.519926,21.10275645,19.96094896
1315.5,1.8750106,2.028991868,1.725675017,1.9415148,1.949922004,1.890072558,2.1561697,2.218743955,1.966527425,20.546835,19.75643061,20.90941994
1316,1.8981289,2.135105942,1.750923933,1.936116,2.060461676,1.900644945,2.1894898,2.331791185,2.081369204,20.580791,21.09236433,20.92171362
1316.5,1.9954935,2.214146392,1.949789329,1.9319863,2.141105846,1.873759975,2.1699688,2.28060722,2.182459951,20.512804,21.24750298,20.90773096
1317,2.0898368,2.190001361,1.888074592,1.8089268,2.001918632,1.681827979,2.1223443,2.325991749,2.0144326,20.452042,20.38159438,20.37820901
1317.5,1.8928316,2.111550441,1.788761973,1.8955822,2.018700507,1.890505477,2.0400696,2.169450221,1.866473749,20.441879,20.20852992,18.77284325
1318,1.9852399,2.096928661,1.916246432,1.9495974,2.049579407,1.891395903,1.9791818,2.20671998,1.895683354,20.472795,20.44078868,19.98120836
1318.5,1.9992946,2.191175409,1.861243627,1.954674,2.050011761,1.766253918,1.9913436,2.081981523,1.979829765,20.448683,21.2272474,20.5207564
1319,1.8628733,2.001592668,1.715935642,1.9859636,2.028910596,2.004664395,2.0173514,2.035090853,1.918742826,20.476343,20.40457525,20.37874441
1319.5,1.9189467,2.105742622,1.869804427,1.9163814,1.98713659,1.811404126,2.0117574,2.054274034,1.987852803,20.49682,20.2078206,20.79745521
1320,1.895769,2.080839144,1.707359812,1.8861419,1.95884155,1.858584046,2.0008411,2.038104833,2.012368565,20.52179,19.90402671,20.33982262
1320.5,1.8793997,1.988659355,1.777005188,1.8710126,1.982735519,1.780629637,2.0405195,2.099661252,1.97032986,20.56172,21.24113642,20.42948704
1321,1.9515511,2.092264811,1.767222044,1.9210042,2.160798162,1.776727815,2.0746901,2.169495788,2.029002442,20.490719,20.65611586,20.91690054
1321.5,1.9895698,2.159367335,1.855776962,1.9158581,2.049706708,1.914205195,2.0647619,2.071711467,1.905120487,20.514534,20.72904094,20.19611243
1322,1.9593545,2.168222925,1.940396809,1.926201,2.032769607,1.787997864,2.0626183,2.173868407,1.843521059,20.504545,20.40053159,19.60019239
1322.5,1.9650847,2.095804158,2.006868099,1.8426832,1.924340224,1.783707466,2.03811,2.187202169,2.004769686,20.475662,20.67828079,20.41009819
1323,1.9774914,2.134474925,1.886700034,1.8911345,2.019521715,1.84489342,2.0450969,2.1475765,1.831872343,20.477571,20.60697403,20.98201906
1323.5,1.8670009,1.940661778,1.819657121,1.8820982,2.072364313,1.934296971,2.0709321,2.129724884,1.989484249,20.494354,19.90671424,20.00293729
1324,1.9833064,2.085334113,1.919512563,1.8336977,1.898717876,1.749638051,2.1086547,2.151433624,1.982985239,20.505535,20.79401964,20.5662127
1324.5,1.9058837,2.086193244,1.739142959,1.8020358,1.822194986,1.827283593,2.1161563,2.180040427,2.024598346,20.533329,21.23517143,21.15347721
1325,1.9055648,2.190951765,1.793606219,1.8192782,1.911814936,1.680348804,2.0522809,2.133461971,2.065464936,20.493614,20.68439658,21.20017525
1325.5,1.8873298,1.985266018,1.852219224,1.7587194,1.908259641,1.63483925,2.005928,2.143596189,1.919586448,20.473989,20.91701426,19.78918652
1326,2.0092189,2.196950237,1.826218118,1.8361177,1.952221364,1.758223544,1.9691175,2.03448986,1.850766268,20.491859,20.18987759,20.46676329
1326.5,1.8538469,2.015142857,1.829146642,1.8452399,1.956812271,1.832730323,1.98326,2.004453933,1.905328214,20.505058,20.02812483,19.85149184
1327,1.9459591,2.058782268,1.88396971,1.7860563,1.941479575,1.689455308,2.0015247,2.099071136,1.869209258,20.458708,19.76698718,20.52078126
1327.5,1.9789107,2.156209794,1.797916669,1.8991201,2.021619727,1.814109976,2.0761335,2.160563597,1.89356461,20.478958,20.37044809,20.61266046
1328,1.9392962,2.03445769,1.909979821,1.8160164,1.851858224,1.678261433,2.1102984,2.208783575,1.952397969,20.505241,20.16720411,21.19232699
1328.5,2.0074756,2.182385887,1.877620677,1.9725151,2.13130384,1.974015611,2.0965238,2.292885482,1.960403661,20.54427,20.55742721,20.57647674
1329,1.9398731,2.088413895,1.868784459,1.8195118,1.894399587,1.726389018,2.0480664,2.252347859,2.047582382,20.473387,21.27837122,20.0163963
1329.5,2.0295222,2.19624401,1.845905776,1.8614883,2.013520877,1.704182828,2.0346928,2.105530185,1.999634088,20.483467,19.53617016,21.06784426
1330,1.995455,2.117103916,1.951344599,1.8553562,1.958907299,1.73114676,1.9824129,2.116779632,1.931038064,20.479362,20.90995097,20.90600148
1330.5,1.8967835,2.103648631,1.794989613,1.9782827,2.089112789,1.879574555,1.9643936,2.052547726,1.909849571,20.464394,20.92407855,20.19075174
1331,2.0088594,2.330212236,1.861838343,1.8897066,2.012433864,1.856142139,1.9551833,2.153969942,1.833238828,20.439468,20.5099121,21.06533206
1331.5,2.0048041,2.191541963,1.817476388,1.9197922,2.005334492,1.793779494,2.0123124,2.175110598,1.871219164,20.470768,20.7142088,20.60603098
1332,1.8492389,1.955176001,1.742383195,1.874149,2.051696256,1.852807471,2.0474081,2.126379277,1.988692041,20.483606,19.34668612,19.48297857
1332.5,1.9038814,2.066098117,1.882131151,1.9197865,2.003785178,1.813530956,2.0667984,2.235019183,2.103957741,20.467045,20.69959355,21.09013986
1333,1.9413457,2.018320022,1.926900589,1.836289,1.96959389,1.786436651,2.0697191,2.169011953,1.892163658,20.435041,19.50067332,21.393452
1333.5,1.7932876,1.903293139,1.762800458,1.9371095,2.081691287,1.847010176,2.0586717,2.072095827,2.07487279,20.481853,19.66700212,22.04364682
1334,1.8378359,2.167378614,1.779193759,1.771948,1.927571513,1.711948625,2.0477912,2.073538195,2.078775253,20.500984,20.23519226,20.33415154
1334.5,2.0895684,2.232740276,2.013360318,1.8069612,1.810067084,1.751983788,2.0648201,2.18285526,1.957612206,20.519415,19.6461998,21.98805298
1335,2.0471611,2.209057242,1.859907467,1.811165,1.911428577,1.785485565,2.0820851,2.068223678,2.040049067,20.501537,19.85524921,20.66771624
1335.5,1.7755964,2.001977741,1.631349469,1.8554977,1.805661937,1.674380938,2.049509,2.200147812,2.023216355,20.479647,20.64515936,20.63161174
1336,1.8930426,1.992468419,1.873441047,1.9365257,1.987149305,1.826205966,2.0296543,2.110386988,2.086142753,20.501364,20.18402059,19.61092577
1336.5,1.9999899,2.202807951,1.916257466,1.8487502,1.919675888,1.754674823,2.0503767,2.265194049,1.951650312,20.469009,20.45205204,20.33953761
1337,1.9526068,2.170419381,1.787349702,1.9109869,1.978409797,1.845254697,2.0284393,2.158396525,2.006741268,20.459766,21.09045382,20.3046853
1337.5,1.9587882,2.098152749,1.767954427,1.967165,2.05555205,1.88306961,2.0133581,2.089430528,1.921647413,20.427776,20.77333184,19.84817051
1338,1.9298,2.033634051,1.873577444,1.8052415,1.885606342,1.660333789,1.9986751,2.12172399,2.0532971,20.444073,20.21986482,19.84215426
1338.5,1.841673,2.078394435,1.749242604,1.7829828,1.891987668,1.800286134,2.0075967,2.081447374,1.903818259,20.53978,20.67779951,20.89582468
1339,1.8033246,1.970743465,1.671410078,1.8939674,1.990726054,1.820495423,2.033613,2.091825517,1.896681724,20.532007,19.98200586,20.36336851
1339.5,1.923632,2.039031074,1.801709877,1.9025036,2.102721032,1.830612725,2.0144825,2.142187531,1.994693576,20.467728,20.17775774,19.95600188
1340,1.9916749,2.163008643,1.850317823,1.929821,2.02436476,1.854020928,2.0356011,2.105932354,2.076999749,20.462208,19.81556888,20.97399295
1340.5,1.9604259,2.098905172,1.882073614,1.8734695,1.957849387,1.920506494,2.0954432,2.074090487,1.950704859,20.458162,21.43113248,20.49322001
1341,1.9472271,1.959260226,1.784333948,1.9391923,2.054560222,1.816447983,2.1243682,2.179194019,1.996121623,20.417683,20.4696571,21.43583038
1341.5,2.0702682,2.249382441,1.975808262,1.9464417,2.039282119,1.86859629,2.0794768,2.083948801,2.019553062,20.426561,20.06321205,19.75915314
1342,1.8810186,1.973432868,1.777256005,1.9420407,2.071825226,1.926306036,2.0452425,2.129076883,1.901118867,20.463602,20.60969689,20.8663482
1342.5,1.9327999,2.102170605,1.824822618,1.7991953,1.92017763,1.77034406,2.0190117,2.141171221,1.923924312,20.500267,20.82149145,20.27307528
1343,1.7286977,1.823569649,1.691200526,1.9633014,2.02691327,1.869307114,2.0247853,2.119067985,1.975813975,20.497295,20.84796457,20.49158356
1343.5,1.8394266,1.947380713,1.715038101,1.9037708,1.979001504,1.825590156,2.0165093,2.031989843,1.943547544,20.484846,20.03930779,20.37587518
1344,1.9320844,2.072789062,1.905743456,1.9040707,1.987279047,1.895877827,2.0330036,2.002278271,1.952402761,20.471859,20.0431314,20.33061644
1344.5,1.8801216,1.970829265,1.779379186,1.8927318,1.886630406,1.798252087,2.0030673,2.154552687,1.937269546,20.47319,20.84064575,21.64799203
1345,1.9348265,2.104911819,1.829250331,1.9237651,2.047745235,1.94388636,1.982973,2.061149873,1.82066928,20.480492,20.44366003,20.03540048
1345.5,1.9572883,2.099128979,1.840944581,1.948859,2.103977359,1.842589564,1.9766514,2.192818765,1.899705748,20.442217,20.6328852,19.91710405
1346,1.8767315,1.97430919,1.750764797,1.9029226,2.005762184,1.792276302,2.0375726,2.201237911,1.985066593,20.448572,18.89757561,20.97857994
1346.5,1.8670816,2.112798907,1.803656276,1.9944049,2.070357657,2.036633545,2.0962398,2.208624967,2.083244271,20.474854,20.60042575,20.13192873
1347,1.9541676,2.205067204,1.854130779,1.8803272,2.006195797,1.844561009,2.1407046,2.213972197,2.045532506,20.509998,20.48089527,19.79247079
1347.5,1.8595005,1.974431759,1.804991189,1.8636688,1.925850559,1.843763008,2.1061621,2.199911162,2.032664139,20.5441,19.50391535,20.85633236
1348,1.9101599,2.021178877,1.843254346,1.8541054,1.974262165,1.791503382,2.0450773,2.163602925,1.989479024,20.494499,19.9357483,19.84520249
1348.5,1.8282068,1.941078452,1.78726694,1.8561701,1.926492759,1.878165339,2.0344563,2.10890177,1.901657984,20.45199,20.86171453,20.69333451
1349,2.04846,2.202679112,1.965656087,1.9550602,2.023768308,1.915668078,2.019393,2.03024534,1.927034907,20.444723,21.04375874,20.63154089
1349.5,1.8249294,1.98465978,1.705975664,1.8059914,1.896808594,1.760394918,2.0001788,2.001139948,1.825433762,20.49855,20.69627072,21.92338143
1350,1.9526076,2.094910873,1.88481613,2.0146892,2.162656833,1.948411781,2.0137782,2.122468476,1.959247533,20.45372,20.26039353,20.77226013
1350.5,1.8617841,1.976995435,1.845591769,1.8366745,1.995119447,1.628336241,2.0419528,1.991727517,1.953621501,20.461229,19.07706805,21.29857917
1351,1.8076288,2.050676025,1.644750894,1.8142617,1.964057116,1.670261982,2.0300643,2.157648251,2.003107318,20.472172,19.84874215,20.22638851
1351.5,1.901396,2.133060294,1.875147069,1.9312834,2.22510691,1.824443729,2.0417533,2.141467886,1.97219578,20.464369,20.52492133,20.1835434
1352,1.9058704,2.056396244,1.803862287,1.9380109,2.013958445,1.784736724,1.9934638,2.125894261,2.015561145,20.442554,19.38483056,19.46813803
