t,RMSD (Ligand) Rep1,RMSD (Ligand) Rep2,RMSD (Ligand) Rep3,RMSD Pocket Rep1,RMSD Pocket Rep2,RMSD Pocket Rep3,RMSD BB Rep1,RMSD BB Rep2,RMSD BB Rep3,Rgyr Rep1,Rgyr Rep2,Rgyr Rep3
686,2.6037507,2.947477577,2.559924307,1.8083792,1.989985041,1.616854602,2.850915,2.925784594,2.811393617,20.869429,20.94486424,20.79392716
686.5,2.7898986,3.073191765,2.607876546,1.7329028,1.940761924,1.623724195,2.75211,2.900267873,2.541743318,20.835588,20.8814565,20.70622155
687,2.7768719,2.800260916,2.579524001,1.8396108,1.896417509,1.728956301,2.7079191,2.823547526,2.573020902,20.842459,20.87181346,20.82121291
687.5,2.6888435,2.824654252,2.456276292,1.9301835,2.040469087,1.820182988,2.7187488,2.802027985,2.588745147,20.835831,20.91090352,20.83400291
688,2.5825779,2.828007826,2.531392475,1.7976832,1.969971919,1.706474454,2.712961,2.818875533,2.632245715,20.834641,20.83898362,20.86116452
688.5,2.5939577,2.777619343,2.476763945,1.8073307,1.899180457,1.772336775,2.7078648,2.801321013,2.689260788,20.802912,20.88734421,20.79462009
689,2.6682897,2.747693978,2.620724553,1.815591,1.886806865,1.652055597,2.7070875,2.893991914,2.509009058,20.79298,20.91231945,20.7705334
689.5,2.7957664,3.016626471,2.619280601,1.7989336,1.99397584,1.683407201,2.7520423,2.762254633,2.677885769,20.82411,20.83840205,20.7665918
690,2.8202372,2.967930384,2.610485798,1.8248554,1.922867725,1.71205313,2.738102,2.823922324,2.597826533,20.845728,20.88389853,20.80712335
690.5,2.7498608,2.982397593,2.679546702,1.822861,1.972662767,1.721269514,2.7803104,2.70581758,2.73690194,20.814154,20.90313005,20.84793403
691,2.6219134,2.853635482,2.446871024,1.8257556,1.948135671,1.786178356,2.7599053,2.857702235,2.560984468,20.806953,20.88646424,20.75958172
691.5,2.8230119,3.159404529,2.512250722,1.8824246,1.994261352,1.719882699,2.7730427,2.887595484,2.606674664,20.776861,20.85074759,20.7892756
692,2.8061848,2.941569888,2.706144795,1.8047216,1.941751311,1.75543559,2.7523339,2.920831224,2.661869209,20.780437,20.77771201,20.68860591
692.5,2.5976779,2.891936368,2.44796539,1.8707522,1.954817693,1.793470973,2.7922561,2.932991915,2.751038848,20.771339,20.78406629,20.68617749
693,2.7575426,2.889202995,2.631751616,1.8315372,1.926566124,1.746331617,2.6789761,2.799543102,2.512305254,20.814415,20.92065271,20.7968628
693.5,2.4904826,2.77877341,2.455312831,1.7479992,1.835699008,1.613525931,2.6498125,2.733329036,2.475542923,20.826527,20.89403059,20.73572588
694,2.6810045,2.931886697,2.545116209,1.7936456,1.997202157,1.686588418,2.6232841,2.687568108,2.487817799,20.888968,21.00363286,20.84294308
694.5,2.6972542,2.941930796,2.473793407,1.8324364,1.926677135,1.868636041,2.7097468,2.845731749,2.450206069,20.869522,20.97839187,20.86593701
695,2.7978423,3.020257148,2.585514754,1.7945033,2.033240915,1.721803073,2.7921646,2.847337053,2.649938566,20.79668,20.78933827,20.78990737
695.5,2.7240307,2.877826591,2.502850971,1.8263905,1.94237196,1.725344359,2.76367,2.825820433,2.628778361,20.795912,20.89265462,20.84882939
696,2.7211602,2.963180121,2.598393715,1.881618,2.08354826,1.781110629,2.7318697,2.924100112,2.746682842,20.799026,20.84437743,20.75309784
696.5,2.7917492,3.04724803,2.752696954,1.7900026,1.992376597,1.754701283,2.6953804,2.839229377,2.581272443,20.801208,20.884682,20.72763899
697,2.7657006,3.076436504,2.654778295,1.8379437,1.9971293,1.736416927,2.6619694,2.580276555,2.670291575,20.829548,20.93946263,20.7887071
697.5,2.5538716,2.791034827,2.292118149,1.7873179,1.954084437,1.661620357,2.6716881,2.654414921,2.626656759,20.912809,20.89977328,20.92135087
698,2.5797651,2.824231823,2.384986991,1.8102974,1.987254529,1.686690429,2.6815455,2.704606126,2.718701398,20.895023,20.94831912,20.90518949
698.5,2.7426569,2.860652581,2.513052473,1.8190885,2.050851381,1.708487663,2.7185605,2.796523501,2.721981698,20.884743,20.91580188,20.83473001
699,2.7138469,2.778434853,2.557246204,1.8951983,2.117967546,1.730106364,2.6891026,2.680010288,2.569498299,20.853432,20.85604488,20.87456563
699.5,2.6682851,2.887674538,2.471104821,1.8346843,1.976239525,1.722381241,2.6847184,2.765717072,2.592587942,20.801971,20.89975818,20.73302465
700,2.659884,3.053134193,2.496064341,1.8487941,2.033659806,1.793530027,2.6859617,2.6411801,2.583923308,20.819878,20.8949183,20.70527477
700.5,2.7429962,2.935899969,2.579410948,1.851828,1.984868073,1.675191134,2.7215374,2.774019052,2.651465377,20.816681,20.86960799,20.85529529
701,2.7297761,2.858424725,2.524703156,1.7195271,1.844568109,1.69791804,2.6848748,2.840957018,2.648604404,20.837763,20.89214583,20.84081246
701.5,2.8560307,2.832817031,2.549930705,1.8564405,2.00794675,1.675396355,2.6986275,2.857067654,2.755987367,20.87273,20.85676567,20.78494641
702,2.6549952,2.904443241,2.546531699,1.8423811,2.066664162,1.720209415,2.7207627,2.754259821,2.551988502,20.872646,20.99866398,20.7982191
702.5,2.6978974,2.819477671,2.548508776,1.7526556,1.926092088,1.623044828,2.7192416,2.895520188,2.718936946,20.844294,20.86235384,20.80780239
703,2.6748402,2.825269477,2.637302218,1.8297168,2.046251321,1.664166273,2.7354977,2.944806876,2.447878719,20.877352,20.88882027,20.79288396
703.5,2.747725,2.971674392,2.691853195,1.8821468,2.049262919,1.816251344,2.7107058,2.898109497,2.723945528,20.823284,20.87974123,20.8332981
704,2.6863806,2.940707264,2.539772437,1.8773382,2.07080448,1.642000567,2.6809478,2.840059,2.680731116,20.7626,20.81780198,20.7504718
704.5,2.8674045,3.232995198,2.612092982,1.9000658,1.996865575,1.743394182,2.6571519,2.82385055,2.48800252,20.78755,20.89715744,20.70913182
705,2.7086365,3.011883579,2.559993875,1.7663251,1.866767414,1.700636213,2.6723933,2.787822177,2.544308786,20.824192,20.88536546,20.77833487
705.5,2.6684012,2.926760539,2.451389704,1.8268903,1.957110413,1.760926703,2.6996381,2.786135415,2.617315324,20.83642,20.87778867,20.82121367
706,2.7998643,2.999323855,2.646878818,1.8325694,2.024001376,1.75693275,2.727972,2.794294325,2.632622825,20.841042,20.90687169,20.80919251
706.5,2.8240254,2.922620439,2.612381025,1.8640881,1.967379882,1.773851592,2.7209759,2.675422095,2.72269679,20.861992,21.00567702,20.85438496
707,2.7194157,2.898933567,2.707754541,1.854629,2.029549847,1.751547411,2.7365501,2.888872284,2.706511484,20.862946,20.9582243,20.76467378
707.5,2.7787766,3.060092041,2.599708759,1.831941,1.938270264,1.624711045,2.7069457,2.707377697,2.673669845,20.862852,20.92972747,20.84717044
708,2.4974847,2.528058594,2.392865453,1.7733077,1.872081258,1.692999937,2.697854,2.82887998,2.546631274,20.834494,20.89651085,20.84307559
708.5,2.836926,3.030372078,2.583506773,1.6933132,1.805055721,1.531880405,2.7009969,2.819282611,2.577063027,20.825367,20.81441317,20.75576826
709,2.5507388,2.869350853,2.410772656,1.8461794,1.978107431,1.697742382,2.7255199,2.849284399,2.579048081,20.856737,20.88727755,20.74483766
709.5,2.8373065,3.116417597,2.804838976,1.8031732,1.957696052,1.790664903,2.7168055,2.779659479,2.760195017,20.839008,20.83805606,20.81882038
710,2.6382334,2.816739158,2.504384496,1.7016631,1.878471186,1.699166869,2.6880891,2.781881711,2.709203953,20.875113,20.9072221,20.86824194
710.5,2.6692591,2.841947971,2.468104438,1.817088,1.976084704,1.718203112,2.6616657,2.764448814,2.516052088,20.896996,21.07518554,20.78988802
711,2.7338154,2.986547343,2.64028014,1.7063681,1.872753399,1.631203076,2.729496,2.772867542,2.667112562,20.872234,20.9336534,20.90804252
711.5,2.6718915,2.852676485,2.538771895,1.7758503,1.916823019,1.694923899,2.7451177,2.866004944,2.585738657,20.83593,20.78041392,20.7836816
712,2.7329073,2.978961529,2.660973347,1.7869637,1.948219647,1.7348615,2.7178016,2.748263644,2.683032241,20.876846,20.95674536,20.74661723
712.5,2.7377687,3.080420637,2.684659308,1.7953151,1.968028418,1.696033766,2.7114646,2.816990689,2.576813242,20.894104,20.99586738,20.83123429
713,2.8028505,2.980457551,2.63074079,1.8429354,1.896183928,1.790556713,2.7680759,3.035484609,2.716768311,20.876423,20.91696766,20.84807352
713.5,2.7291458,2.881113663,2.740407279,1.7934232,2.016078318,1.764951653,2.7547495,2.86229547,2.675749757,20.837784,20.987418,20.80244951
714,2.7542651,3.043742439,2.725716835,1.7211382,1.857458919,1.598891624,2.7308638,2.959976373,2.69329413,20.85145,20.88224558,20.75097548
714.5,2.8542957,3.08521172,2.758205315,1.9201031,2.103501035,1.876752995,2.761761,2.767707287,2.578448937,20.86219,20.92295061,20.83736589
715,2.6711409,2.806367103,2.454535795,1.775789,1.963567861,1.79583424,2.7339208,2.89208022,2.713218012,20.903591,20.91224094,20.88802746
715.5,2.6736734,2.712374638,2.6155279,1.805603,1.787963141,1.62418457,2.7146316,2.922121367,2.807700552,20.879576,20.94315291,20.84941806
716,2.7595186,3.107405513,2.599516256,1.8075007,1.967275723,1.730666035,2.7089198,2.838066823,2.691510557,20.866695,20.93971769,20.80463201
716.5,2.7530673,3.112914647,2.633673394,1.7506936,1.821780393,1.59134633,2.7228782,2.745227717,2.656351013,20.901974,20.98003973,20.88998896
717,2.8072841,2.997637511,2.649137979,1.8371961,1.973074675,1.732770582,2.7487571,2.946378598,2.606071752,20.901508,20.95403649,20.88447081
717.5,2.6615615,2.904829374,2.330987073,1.8161231,2.00829241,1.556491554,2.7181559,2.89135662,2.698346866,20.818445,20.87663105,20.75266526
718,2.7271619,2.948763716,2.642564259,1.7650305,1.968652902,1.670636289,2.6812596,2.654093255,2.529935941,20.828302,20.9184635,20.79919463
718.5,2.7148659,2.957586252,2.467669972,1.7958647,2.048949326,1.747752673,2.7040451,2.881693271,2.555350598,20.840998,20.92825536,20.72786645
719,2.8063829,3.155186388,2.631752201,1.7691556,1.853388294,1.682505132,2.7280383,2.893843188,2.663369655,20.837761,20.82716153,20.79223747
719.5,2.8009622,3.047128373,2.620962197,1.8280984,1.939883237,1.678137964,2.7221634,2.691164377,2.671604647,20.841385,20.87620764,20.83641331
720,2.7584479,2.955572023,2.658111773,1.7623658,1.922296007,1.742064449,2.7826128,2.969137778,2.738064878,20.831766,20.92899934,20.75845551
720.5,2.6716344,2.905627903,2.46921673,1.750724,1.926398791,1.661357916,2.8179719,2.985061324,2.772942631,20.804527,20.76764092,20.75631637
721,2.9632351,3.186502669,2.786809818,1.6918647,1.767982525,1.614769578,2.8172681,2.916210545,2.883214924,20.813103,20.83518755,20.76660074
721.5,2.9716089,3.245068822,2.885843298,1.777898,1.960088905,1.701131106,2.8112817,2.929436692,2.84154177,20.830711,20.79901201,20.73758355
722,2.8328776,3.019810422,2.680641222,1.8604249,2.078737826,1.789812696,2.7812192,3.047824269,2.617062902,20.86154,20.93702538,20.86795438
722.5,2.678019,2.833840289,2.446928101,1.8103023,2.024570332,1.732897436,2.7577856,2.954907119,2.812457308,20.863539,20.90472353,20.82216952
723,2.8112311,3.180322572,2.543827374,1.8697509,2.07390996,1.792868269,2.7587044,2.938012988,2.781443514,20.855993,20.92617343,20.76416252
723.5,2.7653358,3.036923019,2.603321664,1.8609152,1.922326572,1.808520716,2.7557282,2.946517909,2.72864299,20.844816,20.94837439,20.78391113
724,2.8799112,3.164048116,2.786407359,1.8045775,1.910756699,1.721523914,2.786191,2.937455569,2.779627215,20.862585,20.83323269,20.85339397
724.5,2.7898445,3.185518106,2.608877155,1.8747593,2.026894332,1.733580731,2.7979071,2.830069052,2.894459166,20.861593,20.85303074,20.89950165
725,2.7559288,2.967343921,2.520825234,1.7887805,1.913004691,1.71326286,2.8074889,2.953938761,2.729441256,20.853313,20.87680622,20.84442989
725.5,2.7179759,2.910833823,2.512404797,1.8734919,2.002013939,1.780961345,2.784842,2.872757006,2.732353741,20.854387,20.88193164,20.788801
726,2.8625658,3.104799961,2.79935913,1.8142722,1.89981055,1.60715575,2.7341969,2.847055875,2.71564547,20.872158,21.04232483,20.84025782
726.5,2.7151484,2.841498146,2.406374392,1.8068353,1.858923799,1.636920246,2.6920249,2.655941091,2.773423404,20.893793,20.95953198,20.83098598
727,2.7044058,2.835949287,2.469108663,1.8261297,1.953691886,1.667993064,2.7004244,2.768343251,2.671282955,20.832327,20.95562602,20.78448877
727.5,2.8773293,2.995071599,2.588385184,1.847988,2.0351498,1.718884264,2.7108908,2.734803653,2.605353984,20.832363,20.90547351,20.79555713
728,2.8194366,3.079786836,2.621104491,1.8525686,1.940163555,1.689642017,2.7079144,3.002985924,2.537312225,20.860003,20.96463393,20.78838207
728.5,2.7920582,2.866129484,2.641034012,1.844243,2.001956061,1.717702428,2.6932247,2.689610846,2.57305904,20.817335,20.82850527,20.80212345
729,2.6875422,2.89895947,2.505947827,1.8137749,1.933889179,1.715319525,2.7210937,2.713795329,2.655432276,20.846512,20.9546064,20.78925473
729.5,2.7670288,2.962747141,2.583565597,1.8274057,1.996852766,1.783227183,2.6949227,2.744908994,2.542314505,20.802475,20.83617927,20.69998733
730,2.6543403,2.981339944,2.370166081,1.78687,2.058921904,1.606342366,2.7505214,2.87093856,2.412144455,20.783253,20.83365885,20.69980028
730.5,2.7485187,2.923442015,2.592884951,1.8981028,2.029573866,1.837328715,2.7106977,2.746365579,2.645360986,20.831791,20.80339598,20.79900386
731,2.6531339,2.934417311,2.555103977,1.7758163,1.950349055,1.633132502,2.7036569,2.807169255,2.641273475,20.844046,20.81871833,20.74993136
731.5,2.8196459,3.097408978,2.57842598,1.8566858,1.959700676,1.747857796,2.7621024,2.926108758,2.770154504,20.828218,20.9403149,20.76889343
732,2.6877761,2.95478695,2.697122277,1.7951735,1.900311083,1.526031479,2.7638328,2.948026243,2.602584149,20.841734,20.92375799,20.87314015
732.5,2.7439294,3.073247842,2.600703722,1.8229804,1.987794719,1.708399005,2.7820857,2.890903664,2.578687869,20.850033,20.90243081,20.76512982
733,2.6978943,2.759104397,2.566123012,1.9356284,2.00680604,1.834039889,2.7448845,2.749267026,2.762722331,20.867508,20.86362995,20.90166517
733.5,2.8156557,3.059783129,2.739548689,1.7894,1.947375169,1.654495238,2.7435603,2.749376811,2.500093423,20.845921,20.82963475,20.83455831
734,2.8234782,3.000319422,2.460411366,1.8958122,2.138158107,1.8014029,2.7192314,2.815395615,2.637207069,20.843317,20.91197616,20.84175627
734.5,2.6597147,2.8375891,2.559318926,1.7663234,1.909703539,1.646126095,2.7255278,2.800180376,2.593294943,20.8384,20.87807797,20.81851358
735,2.699425,3.014571296,2.609494821,1.7167194,1.929453809,1.587605034,2.7594824,2.834290348,2.707645675,20.800365,20.84135956,20.78121353
735.5,2.7304792,2.890809588,2.470766664,1.818903,2.02664811,1.724583764,2.7532802,2.665660006,2.741744512,20.784492,20.79935013,20.69593135
736,2.8147099,2.964731486,2.738937931,1.7348258,1.942718082,1.581176897,2.6888349,2.887227298,2.643462818,20.790939,20.80451874,20.71434034
736.5,2.7515221,3.060858486,2.691069757,1.8471136,2.033204847,1.69930647,2.6866326,2.800852397,2.69016496,20.835443,20.91765886,20.77691608
737,2.7214653,2.765533266,2.532570757,1.8284377,2.007510478,1.729695974,2.6935036,2.770614289,2.463001788,20.831987,20.87935386,20.75933248
737.5,2.7004669,3.017579827,2.750668539,1.8603185,1.867998504,1.680903695,2.726078,2.83534046,2.641339732,20.875298,20.89166096,20.72525734
738,2.786231,2.903885155,2.734271776,1.865417,1.954375918,1.717815464,2.7301757,2.961488247,2.666326118,20.860756,20.90554812,20.79566998
738.5,2.8876259,3.258983814,2.783763057,1.906032,2.121039183,1.840260319,2.7055192,2.90360149,2.486194578,20.804646,20.75992856,20.72377593
739,2.8606076,3.002127652,2.646041541,1.7941631,1.955442307,1.71594211,2.6997111,2.785857451,2.610399026,20.768749,20.74810594,20.75600833
739.5,2.790735,3.04809711,2.668253519,1.9011558,2.105053099,1.751888858,2.6878839,2.53551769,2.613981936,20.792028,20.89837199,20.75806918
740,2.7796769,3.01452559,2.676475269,1.8174492,1.909466922,1.793707721,2.6741776,2.692074972,2.568156621,20.786133,20.82776259,20.8184907
740.5,2.7484031,2.966291258,2.634436731,1.8371602,1.962768869,1.725819899,2.6596167,2.823428762,2.600101267,20.814617,20.85654203,20.76251162
741,2.8142645,3.06914156,2.530104058,1.8588628,2.020332217,1.796196104,2.6473963,2.86712502,2.676756541,20.844732,20.90899262,20.7110277
741.5,2.6796141,2.887816493,2.497503512,1.8328971,1.963052521,1.683487699,2.6244876,2.760604777,2.529863421,20.802198,20.85906223,20.83556293
742,2.7634718,3.066461943,2.642116429,1.8887523,2.101368047,1.800038076,2.6445034,2.823589039,2.396483245,20.866199,20.92061541,20.8923879
742.5,2.8130422,3.077081064,2.609887168,1.7827352,1.890209519,1.673844531,2.6753395,2.798397126,2.653267397,20.878679,20.89094518,20.75448273
743,2.7159362,2.779378382,2.547648726,1.7962976,1.910435927,1.713180099,2.7035141,2.881583389,2.603359203,20.860054,20.87174288,20.78668718
743.5,2.8269789,2.806510504,2.711020335,1.7983757,1.792761784,1.706841651,2.7582278,2.853136084,2.719775867,20.843075,20.81303292,20.76504717
744,2.6848671,3.081361636,2.522228962,1.8374146,1.983156088,1.797309253,2.7318037,2.842290788,2.597223872,20.830708,20.88813781,20.81806127
744.5,2.7562268,2.77176899,2.530731946,1.8506134,1.942395888,1.741341927,2.7046468,2.849809073,2.602018505,20.845715,20.94869347,20.88743931
745,2.7025528,2.916139315,2.429857035,1.7633733,1.889608831,1.676599285,2.6855288,2.82356706,2.602008669,20.835306,20.95330324,20.8623735
745.5,2.7315166,2.888336407,2.713274214,1.7965263,1.873506956,1.811550616,2.7246644,2.949388741,2.861621208,20.835234,20.84628015,20.82684861
746,2.7129459,2.86664644,2.617693077,1.7987688,1.934951909,1.668325235,2.7327683,2.805877673,2.697804613,20.878645,20.94046423,20.77811782
746.5,2.6933658,2.825921881,2.610790922,1.7801495,1.851951459,1.688467192,2.7391341,2.737300353,2.672185604,20.905773,20.91608362,20.84866769
747,2.7856333,3.171558239,2.648975951,1.8012928,1.91128639,1.691756339,2.7303541,2.794165403,2.792267495,20.876514,20.93415567,20.83044043
747.5,2.6886103,2.974629552,2.543171627,1.848689,2.006733155,1.692565979,2.7333875,2.947596461,2.577290353,20.813683,20.81492341,20.87258272
748,2.7371249,2.851698088,2.674017201,1.8506513,1.94440174,1.755406441,2.6678619,2.766153488,2.686268127,20.834122,20.88902579,20.8229851
748.5,2.7378862,3.001847444,2.677166439,1.8026145,2.086413647,1.716683558,2.6811087,2.725831432,2.784805266,20.844524,20.85527128,20.8098676
749,2.7126186,2.935540812,2.524755776,1.8386041,2.06365643,1.789253362,2.7020466,2.836418616,2.661811377,20.825506,20.86910801,20.86117364
749.5,2.7477877,3.121437051,2.522357822,1.8545145,1.992145426,1.706609791,2.6898916,2.726824855,2.5786141,20.860645,20.86874775,20.81613198
750,2.7765813,2.990649119,2.697772121,1.804227,1.929385933,1.702497449,2.6793325,2.836909652,2.720943536,20.863012,20.92179928,20.79584532
750.5,2.7662868,2.827494447,2.477966234,1.867609,2.05831069,1.783448398,2.646039,2.694174411,2.547866749,20.802923,20.83058378,20.72940244
751,2.8241513,3.179604005,2.737634239,1.8775533,2.071972903,1.769355747,2.6483626,2.667374008,2.555851634,20.863091,20.92789568,20.8364583
751.5,2.6622734,3.01652528,2.437613122,1.8104808,1.931160344,1.79585377,2.6350358,2.771861628,2.597276002,20.927521,21.00278202,20.90249612
752,2.7782993,3.145954921,2.538107352,1.8371296,1.942801777,1.782785742,2.637974,2.665457867,2.522219804,20.922293,21.00637647,20.81267902
752.5,2.7208166,2.990898009,2.567167152,1.8741363,2.025796738,1.759627246,2.6738863,2.910721987,2.641269896,20.867331,20.93599272,20.88986953
753,2.8318524,2.870308824,2.544721565,1.858312,2.097771407,1.67802667,2.7174652,2.875239311,2.670345879,20.826794,20.90696161,20.78228618
753.5,2.8698304,2.975589288,2.684043736,1.8441854,2.069982104,1.681466419,2.7378616,2.725301779,2.515138379,20.848583,20.84077778,20.9104061
754,2.8925691,3.064437015,2.73487265,1.8422029,1.975948673,1.755385466,2.7614095,2.971074224,2.682885526,20.819616,20.83926572,20.76500287
754.5,2.7149093,2.927074885,2.63053237,1.8327812,2.012378396,1.686524391,2.7574494,2.81044122,2.659083668,20.808878,20.87814765,20.71464484
755,2.8506505,3.010348658,2.7212565,1.8965441,2.085318749,1.837793143,2.7453682,2.980253838,2.640200964,20.765842,20.77567933,20.73091516
755.5,2.8650675,3.110674825,2.628909759,1.9015832,2.005960375,1.862622893,2.7160127,2.888929104,2.614217298,20.858328,20.90985021,20.79543362
756,2.6283841,2.731289712,2.391649714,1.7925816,1.860487889,1.712501963,2.7078471,2.763484454,2.512927951,20.840603,20.85856533,20.78558167
756.5,2.8835883,3.025362027,2.74716941,1.7893634,1.980188654,1.704026554,2.6941063,2.772775408,2.656593051,20.822876,20.8637158,20.77999872
757,2.881356,3.001798791,2.644887652,1.8104892,2.046466714,1.655859195,2.6435444,2.776599922,2.573919604,20.843412,20.83915473,20.82843113
757.5,2.8487284,3.021737862,2.638587297,1.8531872,2.034460913,1.754647369,2.6564829,2.733010306,2.478574435,20.778715,20.69034259,20.75080264
758,2.8574936,2.906252944,2.735707303,1.8031468,2.048270811,1.665366083,2.7141733,2.892827759,2.657790376,20.765713,20.74855037,20.68237635
758.5,2.6698527,3.025997641,2.500367852,1.7992898,1.893828074,1.872423821,2.7311206,2.648056389,2.708364173,20.823866,20.92296708,20.75024824
759,2.9081216,3.003697844,2.796691196,1.8808435,2.033497486,1.812577844,2.7150576,2.820968581,2.745741981,20.858734,20.88344749,20.79315395
759.5,2.7984135,2.929658741,2.467537342,1.8170655,1.994842675,1.788452285,2.6554372,2.892918062,2.588771856,20.780672,20.8904547,20.8307061
760,2.8417211,3.070615305,2.589431354,1.7807994,1.943108996,1.705579656,2.6625597,2.718229699,2.471444653,20.751419,20.88420861,20.75286548
760.5,2.8801115,2.996533887,2.742223371,1.8236923,1.911661528,1.637777552,2.6675117,2.722162153,2.613450066,20.825346,20.89357128,20.7182246
761,2.8691711,3.143484463,2.723666847,1.8072227,1.953186409,1.791349428,2.698164,2.843271188,2.640178294,20.849195,20.923491,20.78767362
761.5,2.7412016,3.009637605,2.432460044,1.7816513,2.026333144,1.712344985,2.7343302,2.801461284,2.451111529,20.830774,20.86567876,20.84406281
762,2.8293674,3.109099433,2.697660155,1.9083968,2.090335692,1.908736001,2.7192786,2.83853108,2.590752763,20.811352,20.86532521,20.78291859
762.5,2.8246574,2.947484951,2.534708346,1.8131561,1.909729904,1.807683712,2.7662477,2.749833803,2.705626316,20.834667,20.89499489,20.80760579
763,2.6724255,2.791668823,2.380173462,1.8680648,1.886479626,1.707034931,2.7474945,2.847366375,2.916309759,20.827391,20.8901804,20.81291238
763.5,2.6840627,2.84188182,2.591440283,1.8682911,2.016238713,1.711038482,2.7277098,2.872954286,2.439015982,20.823923,20.86099489,20.80898903
764,2.7972903,2.943242986,2.580808185,1.8842454,2.032628315,1.828750809,2.7214003,2.902356193,2.636606463,20.884295,20.89991714,20.8265971
764.5,2.8242035,3.011084643,2.725798679,1.8305893,1.911462352,1.710821786,2.7237551,2.740362358,2.671925776,20.909161,20.95844996,20.8391986
765,2.794008,3.004302716,2.613541009,1.8090786,1.917906541,1.80740126,2.6981747,2.741511504,2.652647196,20.854357,20.93600227,20.96088958
765.5,2.7417808,2.927688191,2.779718058,1.8628348,2.140546729,1.823430698,2.6855214,2.807626488,2.563485858,20.843164,20.9536025,20.79482489
766,2.7768948,2.924558752,2.689656825,1.8182906,1.969129492,1.691252524,2.6280501,2.799136149,2.452673798,20.838091,20.87085019,20.82930376
766.5,2.858695,3.150249272,2.643252677,1.8466209,2.130980733,1.736867919,2.6490872,2.759595578,2.445964578,20.83357,20.88338114,20.74810476
767,2.6209126,2.912848514,2.501552771,1.8418159,1.996146362,1.692316995,2.67752,2.710783481,2.571305034,20.854441,20.91196762,20.84590463
767.5,2.7994702,3.064688344,2.517291209,1.7535638,1.877840401,1.720902714,2.6550746,2.793924224,2.564270254,20.873878,20.93090761,20.85362157
768,2.7461338,2.988579357,2.656987225,1.796524,1.873901422,1.633351632,2.663661,2.823518948,2.580865132,20.864038,20.87594432,20.82432942
768.5,2.8488643,3.081617024,2.600088977,1.7586117,1.842677185,1.625199139,2.6763449,2.782289822,2.654100846,20.862999,20.9687038,20.7723557
769,2.8958428,3.235813683,2.701738536,1.7787844,1.929194896,1.746045214,2.703882,2.745053839,2.651218253,20.882624,20.94905692,20.88621269
769.5,2.6868606,2.834061423,2.644547462,1.8383411,2.070630569,1.775845971,2.7402627,2.803248012,2.752511612,20.833164,20.89829101,20.78520324
770,2.6964283,2.786855573,2.592662431,1.8679878,1.999867953,1.706645257,2.7725496,2.90661553,2.654451823,20.796719,20.81887371,20.7232368
770.5,2.7752762,2.953809895,2.511639532,1.8545253,2.032162539,1.622849158,2.7519338,2.891748307,2.550740169,20.848938,20.85622562,20.77963446
771,2.8099668,3.000602238,2.753592153,1.7444376,1.908197577,1.696267594,2.71996,2.829532964,2.534206254,20.88113,20.95991114,20.79980221
771.5,2.8377755,3.003478802,2.484746794,1.7669244,1.892011409,1.597731771,2.6757219,2.72353263,2.502938237,20.804213,20.83878998,20.69063918
772,2.8673785,3.037638218,2.78067802,1.7542119,1.906267215,1.671712313,2.667331,2.819032259,2.475718337,20.815886,20.8442659,20.72581846
772.5,2.6409702,2.815863049,2.595785584,1.8622075,2.028548129,1.895585831,2.6760626,2.650661296,2.532699168,20.779337,20.82749559,20.72029625
773,2.6105893,2.830001671,2.483583424,1.8361702,2.043437107,1.774675618,2.6938412,2.810541675,2.644178593,20.77317,20.86372542,20.71155664
773.5,2.6742396,2.811277683,2.507879408,1.8313955,1.997469341,1.780567028,2.6384649,2.729667457,2.5194819,20.808964,20.85211869,20.74100958
774,2.598567,2.71211304,2.584638006,1.7889657,1.906495605,1.673035425,2.64622,2.72902126,2.469482009,20.802389,20.88963287,20.74554645
774.5,2.9437623,3.130816258,2.843415895,1.7938756,2.011830158,1.692868783,2.7015162,2.979261714,2.532606715,20.86805,20.94429242,20.83359682
775,2.6229525,2.85942766,2.525961564,1.8193048,1.91281933,1.620338816,2.7537756,3.088734537,2.751971758,20.926254,21.01700748,20.8940065
775.5,2.8103602,2.990543516,2.572228874,1.7798396,1.929867305,1.78893395,2.7405975,2.848856727,2.618828715,20.876049,20.96647873,20.88549885
776,2.7092097,2.799129184,2.452560587,1.8428221,2.015751736,1.781323679,2.7302723,2.784834924,2.478971349,20.865196,20.96291232,20.85947452
776.5,2.7668169,2.960645076,2.585034131,1.7783343,1.885449739,1.658707187,2.6848493,2.773221328,2.633683801,20.816015,20.78583541,20.70899007
777,2.7444668,2.89391527,2.53278517,1.7728901,1.934703265,1.688231773,2.6820228,2.781953872,2.444752228,20.798445,20.79920301,20.80340932
777.5,2.8233533,3.061716525,2.672962064,1.8957388,2.007472595,1.849487146,2.6482229,2.732356512,2.507190504,20.760063,20.70107142,20.77038641
778,2.6441357,2.803787992,2.451641347,1.8331428,1.987629268,1.745362676,2.6694875,2.807863199,2.584913733,20.792957,20.86035041,20.77686634
778.5,2.7306652,2.925746336,2.647300653,1.8480726,1.997439673,1.724208121,2.6981919,2.831468725,2.673404125,20.808889,20.83094343,20.76845842
779,2.6626103,2.937345814,2.649021504,1.7157719,1.814595021,1.497790805,2.6336234,2.843526973,2.453955962,20.840199,20.89915433,20.78410377
779.5,2.7268953,2.937580149,2.575398752,1.780587,1.919921288,1.657079478,2.6173089,2.652772157,2.575459267,20.857944,20.8613301,20.8308829
