t,RMSD_ligand_rep1,RMSD_ligand_rep2,RMSD_ligand_rep3,RMSD_pocket_rep1,RMSD_pocket_rep2,RMSD_pocket_rep3,RMSD_BB_rep1,RMSD_BB_rep2,RMSD_BB_rep3,Rg_rep1,Rg_rep2,Rg_rep3
3763.5,1.9942801,1.920705781,1.820801435,2.1253603,2.128053921,2.118025594,1.9435598,2.072432934,1.905380538,20.522207,20.96677428,21.00058418
3764,2.0248029,1.93365231,1.947931427,2.0786607,2.087737585,2.055160558,1.8741494,1.866593407,1.979523177,20.553993,20.19340906,22.7079006
3764.5,1.8635511,1.862114626,1.87880735,2.0589216,2.137542749,2.126560817,1.9070598,1.838412663,1.783736933,20.498293,20.14378424,20.94176358
3765,1.9444203,2.039903081,1.868701584,2.0366414,2.08439685,2.048458926,1.9683434,2.094229965,2.048867354,20.470654,21.94029314,18.51811252
3765.5,1.8655869,1.738676515,1.780150826,2.0719604,2.10182748,2.024015085,1.9717946,1.921715293,1.829948778,20.50268,19.27383233,18.90957045
3766,2.1723435,2.086623544,2.107296742,2.1270449,2.095057511,2.333339265,2.007292,1.977732549,1.959943049,20.54822,19.92469589,22.08590844
3766.5,1.8993539,1.898058408,1.918406147,2.0624316,2.314733622,1.977000473,1.990459,1.818760156,1.974407341,20.521809,21.68865537,21.04666749
3767,1.8933901,1.891650613,1.869521227,2.0959315,2.050043297,2.113216625,1.9434497,1.747335212,2.017617705,20.505865,21.28792108,21.57905562
3767.5,1.9657158,1.824089171,1.903449878,2.0824027,2.168603125,2.157461277,1.9195191,2.086644993,1.968652116,20.536472,19.21925882,19.6367238
3768,2.0575216,2.177717957,2.08555486,2.1131148,2.115802615,2.231897708,1.9511408,1.746836395,1.756218965,20.523663,19.28730024,21.20035675
3768.5,2.0571826,2.075514837,2.061858385,2.1034107,2.145603357,2.049417867,1.98557,1.828641343,2.035568361,20.507729,20.54023897,20.31988228
3769,1.8224845,1.897530399,1.866328425,2.1157503,2.221387123,2.120717886,2.0119605,1.970430017,1.986495654,20.51985,20.96971568,20.59403123
3769.5,1.8785639,1.97929582,1.87931174,2.0373507,2.124188289,2.222989273,1.9944891,2.08338719,1.895689717,20.488754,20.60503446,20.21203661
3770,1.9666725,1.957378228,2.0202781,2.0998535,2.128423432,2.114320256,1.9806666,1.90502804,2.009303665,20.532202,21.67388995,21.85883656
3770.5,1.8395379,1.698776041,1.762070246,2.0432165,1.991695742,2.084192288,1.9650513,1.96149035,1.903305143,20.524492,21.00648866,19.66449709
3771,1.876421,1.938111016,1.903341052,2.0675201,2.22144554,2.011978608,1.9468188,1.954387264,2.116337314,20.571075,19.83258796,17.6587266
3771.5,1.8385236,1.825190927,1.821104414,2.1041484,2.070545407,1.941138641,1.9303222,1.980504155,1.87899725,20.566561,19.469336,20.87229727
3772,1.9315264,1.914584043,1.837085738,2.1085219,2.27959282,2.327686984,1.9580847,1.975692985,1.72869503,20.525675,19.44506718,20.89060394
3772.5,1.8542223,1.822720489,1.745721591,2.0616493,1.831467879,2.024010571,1.9297639,1.924084597,2.001525045,20.474007,22.16073899,20.91522643
3773,1.8839906,1.772213158,1.846562029,2.1660185,2.008327277,2.26919875,1.9699281,1.905584337,2.068399381,20.517651,21.46281336,19.31031428
3773.5,2.0136435,2.18527012,2.030702382,2.1637774,2.212268966,2.11027557,1.9840155,1.856452259,1.896359046,20.522484,20.49967852,20.13779326
3774,1.8382139,2.00268124,1.925082058,2.0176489,1.986284477,1.969172506,1.9896755,2.003650235,1.98243819,20.532019,20.77897772,20.87837841
3774.5,2.0064452,1.851360734,1.983012894,2.059289,2.162042034,2.164051836,1.9721743,2.056362649,1.874656694,20.516825,18.47176903,19.74118338
3775,1.8921068,1.766220051,1.855418392,2.139364,2.035636923,2.066916009,1.9857506,2.060052348,2.002349661,20.521255,19.75056688,18.39386285
3775.5,1.9725187,2.012102327,2.087313382,2.1107743,2.091590001,2.166064471,1.9860963,1.993163998,1.781258785,20.558109,21.06788373,20.16032456
3776,1.9423293,1.968777427,1.895059153,2.1725101,2.17044927,2.376437289,1.9679759,2.00016022,2.023771728,20.572205,20.7953847,21.09434964
3776.5,2.0493793,2.027894942,1.990556949,2.1597989,2.113229812,2.26125122,1.9568094,2.140792809,1.914964525,20.542894,20.08817202,20.74894196
3777,1.7760677,1.897461483,1.849183679,2.0806146,2.009340115,2.250381486,1.9457067,2.024524799,2.059045936,20.542931,22.37511211,21.11930964
3777.5,2.0089209,1.975019708,1.890274348,2.0781381,2.008791447,2.2599446,1.9106619,1.869656266,1.961113899,20.537525,20.51763684,21.36094972
3778,1.9861668,2.018131308,2.185379339,2.0442641,2.040175859,2.100652434,1.9363985,1.895735626,1.846437109,20.495659,22.49864017,19.06470075
3778.5,1.8341795,1.815797461,1.904732559,2.1532211,2.086460332,2.076700377,1.921592,2.001387181,1.892328732,20.551584,21.42136382,20.56497215
3779,1.8317208,1.961085109,1.921276612,2.1141274,2.31791488,2.042494318,1.972893,2.007050882,2.150787365,20.568296,20.27185107,21.40745301
3779.5,2.046659,1.851997469,2.158581806,2.1705468,2.06876428,2.078622572,1.9904376,2.011194059,2.001446016,20.582966,19.36760171,21.32316262
3780,2.10041,1.933939721,1.959209201,2.1551063,2.162199606,2.293884583,1.9717817,2.048361681,1.892727849,20.531805,20.27877304,18.88045596
3780.5,1.7696148,1.848963231,1.702987043,2.0243154,2.086723319,1.937241758,2.0073249,2.122669132,1.808015927,20.530336,22.76140709,20.90573393
3781,1.8386047,2.078912783,1.97833703,2.1067412,2.183813284,2.12750024,2.0248673,1.978310519,1.983776085,20.495415,20.55878261,18.59340149
3781.5,1.8292074,1.973097846,1.801159554,2.1137094,2.019308501,2.284109972,2.0270119,2.173733214,2.007775934,20.522892,20.34852534,19.1885771
3782,2.0619452,2.085361263,2.125460456,2.0988352,2.014075046,2.209627484,2.0209816,1.887220386,1.956914657,20.557924,20.27130953,21.3904855
3782.5,1.965804,2.09387728,2.101041158,2.1299419,2.05518514,1.931207416,1.9433278,2.10001066,1.982569485,20.517559,19.92986083,20.18748453
3783,1.9816105,1.875769993,1.974231968,2.0298288,2.055570789,2.074078902,1.9075309,1.97229844,1.862953295,20.552456,20.74573943,20.53972749
3783.5,1.9649779,1.979808904,2.018579709,2.0441005,2.207931088,1.983664353,1.9022394,1.91126691,2.067991175,20.553671,20.07024168,19.53088277
3784,1.9851317,1.872677012,1.927668429,2.1467059,2.283411962,2.094834358,1.9513316,1.909799651,1.844273196,20.517599,20.18100472,19.40833416
3784.5,2.0123162,2.118151898,2.137824367,2.1037621,2.319834014,2.272317551,1.9993314,2.024456189,2.21612162,20.51615,20.37561614,19.62082076
3785,1.8974402,1.896903938,1.736818251,2.0393176,1.992868238,2.018745236,2.0071864,1.9714738,2.144914775,20.500551,20.14128988,18.96059557
3785.5,1.9555068,2.044553547,1.976806674,2.0786564,2.069492582,2.216174207,2.0388613,2.177433774,2.06490762,20.53907,20.41965876,22.12580214
3786,2.0114253,1.974512714,1.940369192,2.0909324,2.224529912,2.132522026,2.0198636,2.022040005,1.861585376,20.548407,20.41850586,18.69652865
3786.5,1.9432663,1.946527163,1.80020054,2.1256039,2.281479696,2.021647195,1.9936079,2.024117849,2.037693289,20.533913,21.81675278,19.6747178
3787,2.04653,2.022521706,2.121089255,2.0600121,2.172221362,1.972903544,1.986787,2.010398457,1.956467033,20.536514,21.44276537,20.28555462
3787.5,1.9622985,2.057140923,2.003120758,2.1552198,2.053749947,1.982214492,1.9881928,1.99534608,2.102064243,20.530972,21.51358222,22.73557719
3788,1.9130944,2.019891495,2.006822426,2.1932046,2.330656513,2.265290509,1.9608344,1.971102086,1.802801955,20.527988,22.10885815,17.45807872
3788.5,1.8465633,1.785884623,1.773428141,2.1017113,1.944633058,2.055457001,1.973799,1.946401595,2.077731821,20.522034,21.7490898,23.17920803
3789,1.8906931,1.78800888,2.023261345,2.0759497,1.923382135,1.911454197,1.9634689,1.794560606,2.00764563,20.535639,21.29129331,20.20870451
3789.5,2.0641439,1.914740677,2.168580675,2.1604269,2.219733894,2.231043145,1.9246171,1.893045048,1.906721272,20.505266,19.71519996,20.59969891
3790,2.0411737,1.939245413,1.971747571,2.1060557,2.1277787,2.193897693,1.9265751,1.853928017,1.834317224,20.51893,20.51382816,17.68715356
3790.5,1.9076638,1.945951222,1.91424242,2.0531571,2.116051588,1.877290491,1.9143897,2.003822369,1.995046157,20.558933,20.72826495,22.88213839
3791,1.9509611,1.848526858,1.817537039,2.0598814,2.107848554,2.202962765,1.9405977,2.004269064,2.062489927,20.560823,20.37417264,21.50424154
3791.5,2.0163846,1.987358428,2.137319351,2.0522532,2.306237735,2.068602742,1.8805548,1.758972121,1.912270846,20.493429,20.99928303,19.86917398
3792,1.9741795,2.077432192,1.903899437,2.0164289,1.982022045,2.047697771,1.9270951,1.91085771,1.99404532,20.529003,20.11691752,21.10431151
3792.5,1.9784372,1.978459192,2.152494456,2.0640395,2.156868909,1.97303277,1.9305358,1.911403422,1.888096486,20.545027,23.74038697,21.12099889
3793,2.1117499,2.063946472,2.214118325,2.1150196,2.260693179,2.342623608,1.9456314,1.998545265,2.122300703,20.567484,20.67903496,20.84480798
3793.5,2.0271168,2.176187026,2.152805588,2.0388391,1.875724199,2.014290716,1.9176385,1.958405429,1.864759294,20.54183,19.80604225,19.34888998
3794,1.9242396,1.882292338,1.820228352,2.1174326,2.06629636,2.268127575,1.9162482,1.823901872,1.966296008,20.541702,18.84436152,19.31524917
3794.5,1.7991804,1.834155049,1.763758264,2.1300216,2.123006386,1.96989151,1.9100664,1.881358932,2.082018299,20.509756,21.28828038,19.49958923
3795,1.8937997,1.936593402,1.785486072,2.1630225,2.134163837,2.11404903,1.9143887,2.206421391,1.959101844,20.533829,21.57898931,18.66747807
3795.5,2.0285389,2.276507567,1.901778662,1.9940547,1.952682559,1.938907284,1.93808,1.962276844,1.998653569,20.546444,19.2743425,21.31654205
3796,1.7524242,1.72346729,1.789670818,2.1057358,2.044252602,2.194509489,1.9779828,2.274235693,1.876351803,20.528326,19.81755601,20.02983452
3796.5,2.1694427,2.144056552,2.253719832,2.1303747,1.975531578,1.973089451,1.950202,2.002245419,1.986536598,20.561792,19.63627962,20.12922267
3797,1.7399666,1.819878544,1.688012514,2.0606687,1.876411473,2.191718114,1.9614329,1.949505104,1.984767479,20.531517,18.6366634,19.76069202
3797.5,1.8583267,1.812750034,1.952781087,2.1652374,2.1341432,2.113574702,1.9300191,1.872211992,1.917165236,20.51306,20.00001169,18.66803836
3798,2.0730379,2.173701331,2.160691079,2.0574594,2.281151974,1.906682476,1.8790902,1.910969642,1.893941267,20.515697,19.63347731,20.10118872
3798.5,1.8797237,1.885746094,1.973183444,2.0272853,1.991375066,2.001528346,1.9252756,2.010891919,1.748795392,20.512245,20.807479,22.78425125
3799,1.9244497,1.772630349,1.893028259,2.0865521,2.20109708,1.806851917,1.9832193,2.079092141,1.935642682,20.559313,22.09615115,20.60048978
3799.5,1.8137701,1.766934847,1.696805399,2.1235218,2.155478019,2.139556069,1.9736621,1.856744659,2.013048844,20.583508,20.5307681,21.41333811
3800,2.0601041,2.100995656,1.964038364,2.079031,2.012912017,2.067016704,1.9336708,1.966769441,1.864659836,20.514587,20.68690963,21.41593583
3800.5,1.7159141,1.677320064,1.610837347,2.0735238,2.218408311,2.250620138,1.9209987,1.898480487,1.876501057,20.521042,20.65735171,20.64863546
3801,1.9799136,1.834696515,2.067365243,2.066788,2.120440894,2.109899323,1.8998322,1.854531299,1.924936919,20.504269,21.48561456,21.34204868
3801.5,2.0317209,1.89852674,2.119241957,2.1076887,2.153077455,1.98213438,1.9512784,1.738388444,1.885539331,20.553358,21.18626588,21.18898173
3802,2.0071764,1.989633413,2.106320589,2.0597825,2.100911568,1.954670065,1.9374987,1.879357995,1.864414009,20.566942,19.59073302,20.83217594
3802.5,1.8360698,1.796180898,1.799102144,2.1285062,2.148941136,2.189228433,1.9406465,1.996592492,1.872570854,20.549656,20.8618501,22.12594368
3803,1.9537992,1.862287075,2.073293481,2.1124208,2.306518411,1.94940016,1.9544697,1.986993451,2.040842635,20.515486,19.87708048,21.67183914
3803.5,1.9204262,1.96116038,1.840919929,2.1586576,2.186287044,2.140982312,1.9290817,1.912170093,1.834326611,20.533356,20.23275932,19.88858759
3804,2.0701933,2.172136991,2.051157711,2.0032756,2.17634335,2.089450223,1.9171506,1.721984308,1.958585852,20.528246,21.79128285,20.23889797
3804.5,1.9237065,1.925623428,1.947585097,2.0604045,2.084788413,2.036816948,1.9192921,2.049001922,2.015909342,20.555592,17.82703358,19.29577234
3805,1.9118625,1.989750766,1.819504226,2.0151207,2.144340019,2.098567603,1.8946322,1.829398427,1.800350282,20.563269,19.13005744,21.4989501
3805.5,1.9072168,2.063601789,2.006608799,2.0783806,1.895858075,2.056613798,1.9448848,1.985596081,1.761112463,20.54376,21.59468462,19.56862178
3806,2.1189075,2.16092533,1.867155081,2.1073401,2.166833745,2.22522391,1.9826049,1.956333442,2.079140487,20.541594,21.01684503,19.28544288
3806.5,1.989419,1.918946956,2.00342163,2.1186955,2.05736515,2.118039462,1.9725134,1.976019125,1.926833617,20.555971,18.97332171,21.49305105
3807,1.8271221,1.879838237,1.963712365,2.0982423,1.83798279,2.155745928,1.9451354,1.98042166,1.760142225,20.524775,20.9936347,20.41345773
3807.5,2.2074356,2.119742972,2.387895302,1.999535,1.876167076,1.912958048,1.9601451,1.920141506,2.027087681,20.49971,21.15536993,18.92071247
3808,2.0916712,2.127825644,2.158797953,2.1641786,2.043900792,1.985998762,1.9516002,1.961912562,2.137357938,20.527035,20.79589481,21.07211767
3808.5,1.8795147,1.90014896,1.952264753,2.2550454,2.143804989,2.232047667,1.9572395,1.972476877,1.797405971,20.559273,21.50268151,19.77960839
3809,1.8654363,1.915519694,1.892580188,2.0792212,2.121999088,2.014792959,1.9550796,2.115658359,1.798340191,20.518206,20.69034465,20.53569217
3809.5,1.9804069,1.897040773,2.030704337,2.0934169,2.005625082,2.187813811,1.9773532,1.994756595,1.936912153,20.511356,19.03705781,19.88291663
3810,2.0030999,1.971953412,2.048455788,2.2086196,2.259878751,2.36774239,1.9842501,2.100442329,2.019911867,20.549498,18.96306263,19.40712977
3810.5,1.910133,1.919595571,1.898916775,2.080122,2.073025028,2.133705002,1.9831744,1.986893417,2.051475324,20.585169,20.73087649,19.80069785
3811,1.8031559,1.800300873,1.793738986,1.9997809,2.138986543,2.032711665,1.9661242,2.088416802,1.909838835,20.572086,22.77668248,22.20009879
3811.5,2.0438108,2.042730421,2.133292045,1.9803616,1.939695918,1.902376695,1.9263928,1.833178312,1.759678819,20.569309,20.03508473,21.07401105
3812,1.8229467,1.888077954,1.790138348,2.105113,2.196530173,1.909234314,1.9377369,2.003185392,2.066308021,20.548553,19.86586053,20.19022684
3812.5,1.9630698,1.898379298,1.89389672,2.0859842,2.290041854,2.039312183,1.9327506,1.852348853,1.882366285,20.541574,21.99645631,21.76086504
3813,1.9917791,2.032070406,1.790260301,2.1131721,2.035766718,2.054359929,1.9214082,1.807614187,1.948317535,20.538343,19.83087984,19.96118126
3813.5,1.9051689,1.944951838,1.860760172,2.1346745,2.037586516,2.179324833,1.9309325,2.081005574,1.92746391,20.536097,20.32266486,19.43921582
3814,1.945111,2.013233306,2.097956626,1.9936696,2.055444558,1.884627965,1.9684392,2.128069854,2.057242151,20.543552,20.09367867,20.25948944
3814.5,1.7148204,1.723916002,1.682893972,2.1491621,1.998570903,2.20523429,1.9681799,1.978330613,2.120729161,20.562895,21.7349919,21.48732011
3815,1.9252402,1.946366986,1.987571966,2.0835385,2.324465301,2.204655899,1.9503552,2.001036147,1.895078318,20.540234,19.98522414,20.96170835
3815.5,2.0868585,2.134414327,2.069024234,2.0356967,1.886745301,1.976820663,1.9373918,1.859994844,2.002783599,20.550182,19.29969397,18.55449447
3816,1.8494159,1.850905687,1.997820926,2.0914664,2.08513729,2.090397651,2.0002837,2.12081176,1.890440506,20.555288,20.45346893,20.17511381
3816.5,2.0132298,1.912314665,2.024507826,2.0864453,2.249116856,2.183432067,1.9912447,1.698069681,1.808043822,20.551807,20.59133384,19.960895
3817,2.0060883,2.027915292,1.999896187,2.0317917,2.030746593,2.096944912,1.9700707,2.019331518,1.87123333,20.551828,20.66557232,19.87974826
3817.5,1.831251,1.877001141,1.801362661,2.0760038,2.013493323,2.229205238,1.9317517,1.790825352,1.90987003,20.569845,20.52217101,21.09086499
3818,1.8405285,1.746061104,1.860572529,2.1266742,2.049207451,2.138007335,1.946497,2.059537988,1.968654062,20.549847,22.15067782,20.15665235
3818.5,1.8277093,1.932136029,1.698409773,2.0783801,2.17787024,2.084157434,1.8975521,1.903240121,1.999282901,20.524572,21.56664965,19.92508859
3819,2.0038023,2.039431804,1.735152333,2.0855184,2.288594758,2.067611502,1.8745525,1.788501058,1.788898184,20.533802,21.22436235,19.49325196
3819.5,2.0309656,1.902578859,2.043843107,2.0160816,2.084461923,1.99788057,1.912747,1.748336272,1.815331944,20.539433,19.29315891,19.13892702
3820,1.9416425,1.817122654,1.862282934,2.0251179,2.050647751,1.978855276,1.9213046,1.955362141,1.952438188,20.503141,23.01526682,20.95078648
3820.5,1.9055444,1.896846494,1.72783877,2.0724397,2.152491798,2.017571769,1.9761834,1.992078837,2.195564011,20.520792,21.22762869,21.00533803
3821,1.7373996,1.749879644,1.729429199,2.1055522,2.221317236,2.150476403,2.013113,1.907155463,2.257778237,20.58308,18.06425309,19.24040423
3821.5,1.9937538,2.035363753,1.953552082,2.007894,1.826673802,2.041637318,1.9853151,2.115525796,2.063794704,20.535372,19.97258057,21.84738962
3822,2.0247476,1.919639226,1.913077681,1.9077568,2.165353577,1.766324682,1.939451,1.937661855,2.08912865,20.530575,20.31489529,20.19236874
3822.5,1.9723868,2.04615164,1.756024843,2.0675514,2.151852099,1.969269109,1.8919749,1.999734855,1.840627108,20.532228,19.16378221,17.68009877
3823,1.7813268,1.829075869,1.760922785,2.0977757,2.067023772,1.80142484,1.8689519,1.782884004,1.989086223,20.516571,20.56592653,20.87115802
3823.5,1.6850728,1.532469051,1.762894155,2.158221,2.257815452,2.063688305,1.8670145,1.839879691,1.760418058,20.503567,20.01404336,23.26513474
3824,1.7487066,1.736668621,1.819307894,2.0656087,2.048307496,2.046053459,1.8921685,2.000086611,1.841133077,20.507788,19.38425528,20.84190195
3824.5,1.9917327,1.953670072,2.018720887,2.0471175,2.024951653,2.02708654,1.9159621,1.813921884,1.97535125,20.545446,20.70910429,21.39328472
3825,1.9463756,1.875929134,1.877954992,2.0863969,1.939902419,2.177917109,1.9425145,1.993624718,2.086204843,20.558409,22.1488847,21.28069674
3825.5,1.9547012,1.959433606,1.934847625,2.0847919,2.074025461,2.081531276,1.9868472,1.974481504,2.050446486,20.531118,20.00146558,20.59349645
3826,1.8184993,1.924890367,1.724618573,2.1596241,2.169779706,2.028355181,2.0155525,1.795994262,2.029474925,20.57785,21.81144473,18.99757032
3826.5,2.0178685,2.114104172,2.131006259,2.1171203,2.180803383,2.073202223,1.969624,1.698268221,1.873394306,20.569714,20.56668169,20.67886766
3827,2.0942137,2.187765156,1.916565873,2.164155,2.205219775,2.18084959,1.9700006,1.990208014,1.929974932,20.536745,21.45629078,21.34070449
3827.5,1.8216263,1.834314683,1.918655463,2.0998962,2.226270514,2.072225193,1.9660095,1.981910268,2.097460516,20.563803,20.64830386,19.21794515
3828,1.9936253,2.082582225,2.151011681,2.1583025,2.115288941,2.087651288,1.9673557,1.85942242,1.97762637,20.524746,20.5286471,20.90507225
3828.5,1.8977349,1.953753617,1.90656448,2.0379255,2.132216495,2.120588194,1.9639699,2.055382832,1.895440885,20.533247,20.4627685,19.86236735
3829,1.8862317,1.870069518,1.626016603,2.1063967,2.044035146,2.091588895,1.9506112,1.974981751,1.882364324,20.575283,18.88695346,21.81533165
3829.5,1.8686092,1.870735606,1.751791209,2.094713,2.393176159,2.103090523,1.9331681,1.787807061,1.923859316,20.530117,20.69110967,20.80584007
3830,1.8487231,1.883648788,1.825157328,2.123559,2.17733442,2.219804146,1.9207959,1.827959702,1.979480029,20.535316,21.0647028,21.86939806
3830.5,2.0434358,1.988824308,2.0311071,2.2403579,2.080443006,2.392279446,1.9582703,2.051479786,1.884472016,20.544022,21.22671506,19.63618558
3831,1.8545537,1.764926601,1.952763283,2.0471892,1.991526384,2.086711288,1.9468198,1.890360817,1.88501414,20.559231,18.86968919,19.27920151
3831.5,1.8579729,1.92880159,1.842344556,2.0338583,2.115204335,2.024265589,1.9180331,1.886135292,1.792701575,20.540216,20.51133074,21.15329784
3832,2.0075068,2.019019648,1.989306239,2.0936055,2.119188507,2.270997353,1.9295448,1.799538902,2.016329747,20.530775,21.03218231,22.7001859
3832.5,1.8899415,1.778859502,1.901833292,2.0955195,2.166911252,2.111397302,1.9565687,1.852393139,1.955472399,20.568874,19.23178535,19.18469324
3833,1.9419442,1.939221734,1.91527042,2.0398903,2.034739044,2.266983721,1.9853575,1.995656209,2.053224823,20.530285,19.61387905,22.42106587
3833.5,2.0191724,2.039648597,1.887655213,2.145014,2.176866566,2.251659008,1.9847183,2.100398926,2.094968164,20.529514,20.71944559,21.9109451
3834,1.9615836,1.902795709,1.977948571,2.027807,1.891227891,2.122572103,1.9615599,1.811474978,1.929762235,20.473829,20.80445895,20.27022147
3834.5,1.7862583,1.857101203,1.843698691,2.0659835,1.974024463,1.894842233,1.9635227,1.988583493,1.991931125,20.539574,20.36065513,21.15210897
3835,2.0427716,2.116134426,1.896391603,2.1011956,2.19218545,2.005917602,1.9790695,1.754819884,1.876272207,20.557858,21.61878193,21.18706438
3835.5,2.0441036,2.069879436,2.000156201,2.1404674,2.083599892,2.139232408,1.9658331,1.916346904,2.011918461,20.543041,20.57565041,20.59264108
3836,1.8286541,1.782594986,1.984498925,2.0582764,1.961845777,2.145425085,1.9512013,1.882148515,1.915438584,20.546152,19.47758572,22.28357583
3836.5,2.0274677,2.163973902,2.246651297,2.1280384,2.13398678,2.361369345,1.9513159,2.171116327,1.999142857,20.551075,20.93237592,21.8841948
3837,1.8787481,1.934068613,1.87046984,2.1551676,2.040770736,2.09168755,1.953596,1.932281395,2.009967965,20.556599,20.6313133,20.1777111
3837.5,1.9759132,1.9129558,1.864529763,2.1100476,2.061009985,2.107755478,1.9407998,1.981570941,1.992095743,20.554676,21.00663201,21.22564536
3838,1.995001,1.861640642,1.975262066,2.0649724,2.094268257,2.136580608,1.8526779,1.90390585,1.780590491,20.508938,19.90364044,18.44285155
3838.5,1.9442643,1.877001135,1.796215539,2.0081794,2.052506862,1.955626754,1.8827561,1.640531304,1.833009208,20.504227,20.50636402,20.17034563
3839,1.9693451,2.130282729,1.823409465,2.1559801,1.876095149,2.154784465,1.9266082,2.005876073,2.09437151,20.529068,21.08789227,20.57380687
3839.5,1.8850236,1.7494809,1.693621117,2.1297376,2.185162835,2.190385431,1.9554889,2.053402175,1.978247894,20.547642,19.33880655,21.58081781
3840,1.78618,1.723018502,1.789080319,2.0470777,2.049749864,1.978770467,1.9409448,2.035824989,2.003094616,20.538177,19.98249772,20.43739494
3840.5,1.8956997,1.891710131,1.924436883,2.0846748,2.015370435,2.103353773,1.9129936,1.915342529,1.837518496,20.570389,21.6469179,18.24440653
3841,2.0909567,2.102027985,2.152140103,2.0968974,2.059419637,2.135085333,1.9194088,1.916265125,1.993959283,20.579815,19.75597871,22.08814014
3841.5,1.8803138,1.786825343,1.839651822,2.0816402,2.206894367,2.101919643,1.9353638,2.093841995,1.978831816,20.587666,18.7435141,20.29474842
3842,2.1075163,2.16885867,2.122392017,2.1571088,2.249749447,2.065593446,1.9365212,1.819198503,1.857700468,20.58901,20.10336143,19.82639064
3842.5,1.8586833,1.805055988,1.89258272,2.0394924,2.233340724,2.06210618,1.9191959,2.077764684,1.960720676,20.530931,19.58530012,20.60485035
3843,1.8433173,1.708824436,1.755742827,2.0785909,2.158926044,1.990909749,1.8968507,1.948440062,1.943977045,20.523748,21.80031846,21.05298622
3843.5,2.138953,2.025687463,1.83042646,2.0992119,2.175155196,2.175035203,1.9033493,1.83370963,1.931469246,20.543995,21.18410839,20.4892864
3844,1.9529957,1.949371005,2.225565912,2.1120551,2.312765597,2.130540049,1.9221148,1.965111902,1.866256365,20.542343,20.21983406,20.35500516
3844.5,1.9775684,1.991207037,1.92837114,2.1156826,2.105049342,1.924089339,1.9477366,1.835309705,1.992698129,20.549051,22.52678635,21.53537476
3845,1.8914855,2.042683259,1.957824217,2.1046424,2.086089613,2.23306891,1.9149864,1.981999504,1.909641279,20.522396,22.62740827,19.55339427
3845.5,1.8664154,1.981843517,1.82284328,2.0912657,2.059123845,2.220064356,1.9464852,1.937924829,1.98079985,20.497972,18.73767335,21.94424171
3846,2.0470483,2.126348069,2.175022441,2.1226318,2.254536941,2.179652678,1.9762464,2.099732766,1.851678006,20.533253,21.25298486,19.59911554
3846.5,1.9811563,2.016058986,2.004605575,2.0572999,1.954659948,2.015378236,1.9727081,2.00424278,2.091507997,20.565622,19.91609591,18.30128733
3847,1.8848301,1.9343238,1.885963911,2.0718732,1.992741505,2.174845661,1.9458081,1.996283922,1.986574312,20.549503,21.90897943,18.87097871
3847.5,1.9638155,2.000848314,1.936358846,2.0577984,2.091593494,2.068580073,1.9600531,2.04953216,1.870236929,20.580156,22.40184417,21.83088641
3848,2.0403881,2.02944304,1.830771928,2.018271,2.070849181,2.091020666,1.9431159,2.089940903,1.93130806,20.592636,21.28175709,20.09143121
3848.5,1.9838257,1.785207324,1.905856709,2.0918214,2.016974091,2.147988631,1.9435203,2.016503578,2.004972998,20.550873,20.13967813,21.63913311
3849,2.1019185,2.253293907,2.183941252,2.1909118,2.394439182,2.054294773,1.9292583,1.872321531,1.801510548,20.544975,19.48433792,20.28597923
3849.5,1.8257637,1.792792019,1.855848863,2.0862434,2.042545232,2.194498978,1.9299924,2.078224336,2.010007432,20.559322,19.49503332,22.0949359
3850,1.9646312,2.037561277,2.083171007,2.1022553,2.248134783,2.096736177,1.9017156,1.979611814,1.889924489,20.545017,20.99336605,20.15085111
3850.5,2.0073495,1.991068773,2.068782142,2.0916376,2.285007052,2.264956181,1.9324187,1.908721869,2.030158333,20.534149,21.50775957,19.65476574
3851,1.9331403,1.917797429,2.067125059,2.0524924,1.863488321,2.044830713,1.9681584,1.941623422,1.679040624,20.496641,20.33647632,18.82359025
3851.5,1.9102911,1.896594776,1.867519731,2.0581281,1.990177963,2.142473397,2.005095,2.06783145,2.078186819,20.565916,21.32386202,20.34086288
3852,1.717767,1.691500718,1.716998607,2.067167,2.034690202,2.091484857,2.0314307,1.92471068,2.022559122,20.552677,20.81406835,19.65039912
3852.5,1.8073463,1.931865176,1.682784449,2.0210104,2.160320378,1.95711768,2.0100942,1.949876891,1.739358,20.516592,22.55921545,19.94048496
3853,1.9700321,1.934357636,2.1152626,1.9951116,1.893765946,1.817894596,1.9706233,1.836438996,2.04349776,20.506271,19.40275907,21.37358521
3853.5,2.051506,2.085740488,1.953525844,2.1221673,2.094848203,2.181835946,1.9921372,1.92918488,1.916826926,20.505859,19.63703082,21.44344132
3854,1.8246545,1.725565045,1.810202591,2.0262165,1.936063157,2.088802144,1.9981768,2.099623604,1.821641496,20.528685,22.37969136,19.72358914
3854.5,1.8517494,2.024439871,1.985608508,2.0254309,2.095013255,2.046040762,1.9741654,1.925573684,2.14744868,20.572264,19.88534223,21.07948708
3855,1.8172287,1.88593265,1.802391586,2.0607219,2.035338113,1.963837165,1.9576983,1.998018716,1.910889522,20.572126,22.55778667,22.11440766
3855.5,2.0488677,2.071080354,2.001197774,2.1157553,2.356724114,1.889666825,1.9713495,1.860276295,1.807087491,20.538837,20.99831379,21.24044565
